List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
"$274,900.00",2102 SE 8TH ST,CAPE CORAL,3 Bed/2(0),"1,613",2,"$276,000.00",10/31/19
"$279,000.00",18322 HEPATICA RD,FORT MYERS,3 Bed/2(0),"1,584",26,"$276,000.00",09/16/19
"$277,465.00",8346 BLACKBERRY RD,FORT MYERS,3 Bed/2(0),"1,756",76,"$276,000.00",11/26/19
"$272,900.00",18420 HOLLY RD,FORT MYERS,3 Bed/2(0),"1,602",4,"$276,000.00",10/25/19
"$299,900.00",27655 IMPERIAL RIVER RD,BONITA SPRINGS,3 Bed/2(0),"1,484",33,"$277,000.00",12/20/19
"$286,500.00",13439 HAMPTON PARK CT,FORT MYERS,3 Bed/2(0),"1,891",3,"$277,000.00",08/19/19
"$288,597.00",4113 LEMONGRASS DR,FORT MYERS,3 Bed/3(0),"1,849",57,"$277,235.00",10/31/19
"$289,900.00",1106 SE 41ST ST,CAPE CORAL,3 Bed/2(0),"1,478",12,"$277,250.00",09/18/19
"$288,800.00",2522 SW 38TH ST,CAPE CORAL,3 Bed/2(0),"1,897",17,"$277,500.00",10/31/19
"$290,000.00",4120 NE 21ST PL,CAPE CORAL,3+Den/2(0),"1,814",51,"$277,500.00",12/13/19
"$299,900.00",1353 MORNINGSIDE DR,FORT MYERS,3 Bed/2(0),"1,880",53,"$277,500.00",09/30/19
"$281,900.00",316 SW 21ST ST,CAPE CORAL,5 Bed/3(0),"2,180",19,"$277,900.00",12/31/19
"$289,000.00",2114 SW 50TH LN,CAPE CORAL,2+Den/2(0),"1,662",6,"$278,000.00",12/10/19
"$279,900.00",12389 CROOKED CREEK LN,FORT MYERS,4 Bed/2(0),"2,415",30,"$278,000.00",10/16/19
"$278,900.00",2217 52ND LN SW,NAPLES,3 Bed/2(0),"1,566",12,"$278,000.00",11/14/19
"$284,900.00",3412 CROSSWATER DR,NORTH FORT MYERS,3 Bed/2(0),"1,750",17,"$278,000.00",12/02/19
"$335,000.00",15303 BRIARCREST CIR,FORT MYERS,3 Bed/2(0),"2,429",18,"$278,250.00",08/30/19
"$279,917.00",1835 NW 5TH PL,CAPE CORAL,3+Den/2(1),"2,043",22,"$279,000.00",09/16/19
"$279,000.00",2452 NATURE POINTE LOOP,FORT MYERS,4+Den/3(0),"2,251",9,"$279,000.00",12/16/19
"$279,900.00",17465 BUTLER RD,FORT MYERS,3 Bed/2(0),"1,523",4,"$279,000.00",10/24/19
"$285,000.00",2070 HOLIDAY LN,NAPLES,2 Bed/2(0),"1,370",53,"$279,000.00",11/01/19
"$279,000.00",3477 POINCIANA ST,NAPLES,3 Bed/2(0),"1,500",125,"$279,000.00",12/13/19
"$279,000.00",2614 44TH TER SW,NAPLES,3 Bed/2(0),"1,578",101,"$279,000.00",12/06/19
"$289,500.00",18189 SANDY PINES CIR,NORTH FORT MYERS,4 Bed/2(0),"1,931",63,"$279,000.00",12/10/19
"$282,000.00",18193 SANDY PINES CIR,NORTH FORT MYERS,3 Bed/2(0),"1,652",34,"$279,000.00",11/08/19
"$284,900.00",2544 LAURENTINA LN,CAPE CORAL,4 Bed/3(0),"2,032",22,"$279,500.00",12/13/19
"$277,060.00",1804 SW 39TH ST,CAPE CORAL,3+Den/2(0),"1,989",105,"$279,831.00",12/23/19
"$279,900.00",837 SW 29TH ST,CAPE CORAL,4 Bed/3(0),"2,196",9,"$279,900.00",12/09/19
"$279,900.00",18254 ORIOLE RD,FORT MYERS,3 Bed/2(0),"1,620",16,"$279,900.00",12/30/19
"$279,900.00",657 CARRILLON AVE S,LEHIGH ACRES,3 Bed/2(1),"2,008",11,"$279,900.00",11/08/19
"$279,900.00",3254 62ND AVE NE,NAPLES,3+Den/2(0),"1,622",33,"$279,900.00",10/25/19
"$289,900.00",4363 KENTUCKY WAY,AVE MARIA,3 Bed/2(0),"1,558",2,"$280,000.00",11/26/19
"$298,000.00",27566 TIERRA DEL SOL LN,BONITA SPRINGS,3 Bed/2(0),"1,573",6,"$280,000.00",10/25/19
"$319,800.00",27214 BAREFOOT LN,BONITA SPRINGS,2 Bed/2(0),"1,395",68,"$280,000.00",10/28/19
"$289,900.00",311 NE 17TH PL,CAPE CORAL,3 Bed/2(0),"1,510",8,"$280,000.00",12/20/19
"$289,900.00",3325 SW 26TH PL,CAPE CORAL,3 Bed/2(0),"1,702",36,"$280,000.00",12/09/19
"$275,000.00",141 SW 34TH PL,CAPE CORAL,3 Bed/2(0),"2,117",74,"$280,000.00",12/30/19
"$289,000.00",1109 SE 30TH ST,CAPE CORAL,4 Bed/2(0),"1,868",2,"$280,000.00",10/23/19
"$285,000.00",2034 NE 5TH ST,CAPE CORAL,3 Bed/2(0),"2,006",3,"$280,000.00",09/27/19
"$288,500.00",1746 BIKINI CT,CAPE CORAL,3 Bed/2(0),"2,110",30,"$280,000.00",12/04/19
"$299,900.00",1612 NW 9TH ST,CAPE CORAL,3 Bed/3(0),"2,179",3,"$280,000.00",09/06/19
"$287,400.00",2216 SW 32ND ST,CAPE CORAL,3 Bed/3(0),"2,228",100,"$280,000.00",12/06/19
"$289,000.00",20306 CASTLEMAINE AVE,ESTERO,2+Den/2(0),"1,706",18,"$280,000.00",12/09/19
"$285,000.00",19637 VILLA ROSA LOOP,ESTERO,3 Bed/2(0),"1,463",4,"$280,000.00",10/17/19
"$299,900.00",22704 FOUNTAIN LAKES BLVD,ESTERO,3 Bed/2(0),"1,662",48,"$280,000.00",10/18/19
"$299,500.00",2673 NATURE POINTE LOOP,FORT MYERS,4 Bed/2(0),"2,007",20,"$280,000.00",10/15/19
"$286,900.00",17141 HAITIAN DR,FORT MYERS,3 Bed/2(0),"2,038",49,"$280,000.00",10/09/19
"$289,000.00",7894 SANDEL WOOD CIR W,FORT MYERS,3 Bed/2(0),"1,889",10,"$280,000.00",09/06/19
"$289,900.00",1340 CURRIER CIR,FORT MYERS,2 Bed/2(0),"1,542",1,"$280,000.00",08/26/19
"$284,900.00",1455 CARMELLE DR,FORT MYERS,4 Bed/2(0),"1,800",4,"$280,000.00",09/17/19
"$284,900.00",10027 VIA SAN MARCO LOOP,FORT MYERS,3 Bed/2(0),"1,809",5,"$280,000.00",08/19/19
"$289,000.00",3364 BROZAS CT,FORT MYERS,3 Bed/3(0),"1,852",84,"$280,000.00",10/28/19
"$299,900.00",9790 CASA MAR CIR,FORT MYERS,3 Bed/2(0),"1,807",4,"$280,000.00",08/08/19
"$279,900.00",18268 LILY LN,FORT MYERS,3 Bed/2(0),"1,755",86,"$280,000.00",12/04/19
"$285,000.00",210 IRVING AVE,LEHIGH ACRES,4 Bed/2(0),"1,638",34,"$280,000.00",12/02/19
"$299,000.00",2709 CLYDE ST,MATLACHA,3 Bed/2(0),"1,435",23,"$280,000.00",08/02/19
"$285,000.00",4240 29TH AVE NE,NAPLES,3 Bed/2(0),"1,730",9,"$280,000.00",10/29/19
"$300,000.00",1650 DOVE TREE ST,NAPLES,3 Bed/2(0),"1,219",62,"$280,000.00",12/27/19
"$285,000.00",4780 GOLDEN GATE BLVD E,NAPLES,3 Bed/2(0),"1,337",0,"$280,000.00",11/27/19
"$279,900.00",265 PORTER ST,NAPLES,3 Bed/2(0),"1,498",48,"$280,000.00",11/08/19
"$295,000.00",4446 LAKEWOOD BLVD,NAPLES,2 Bed/2(0),"1,440",122,"$280,000.00",12/09/19
"$274,999.00",2385 62ND AVE NE,NAPLES,3 Bed/2(0),"1,213",52,"$280,000.00",12/06/19
"$299,900.00",455 8TH ST NE,NAPLES,3 Bed/2(0),"1,100",19,"$280,000.00",10/09/19
"$289,900.00",3438 CORANA WAY,NAPLES,3 Bed/2(0),"1,400",71,"$280,000.00",10/10/19
"$285,000.00",2065 18TH AVE NE,NAPLES,3 Bed/2(0),"1,330",74,"$280,000.00",10/31/19
"$289,000.00",2920 14TH AVE NE,NAPLES,4 Bed/2(0),"1,674",52,"$280,000.00",10/09/19
"$308,000.00",4430 N CANAL CIR,NORTH FORT MYERS,3 Bed/2(0),"1,550",15,"$280,000.00",06/28/19
"$299,000.00",23143 TURNBULL AVE,PORT CHARLOTTE,3 Bed/2(0),"2,209",14,"$280,000.00",11/06/19
"$285,000.00",26292 STILLWATER CIR,PUNTA GORDA,3 Bed/2(0),"1,962",17,"$280,000.00",12/05/19
"$299,000.00",2301 W MARION AVE,PUNTA GORDA,3 Bed/2(0),"1,536",9,"$280,000.00",12/27/19
"$280,530.00",2624 CORONA LN,CAPE CORAL,3+Den/2(0),"2,034",75,"$280,530.00",09/20/19
"$281,900.00",1013 SW 36TH TER,CAPE CORAL,5 Bed/3(0),"2,180",19,"$280,900.00",11/27/19
"$284,900.00",3832 SW 20TH AVE,CAPE CORAL,3 Bed/2(0),"1,668",103,"$281,000.00",11/26/19
"$284,900.00",9909 VIA SAN MARCO LOOP,FORT MYERS,3 Bed/2(0),"1,812",7,"$281,000.00",08/28/19
"$284,000.00",43224 TREADWAY DR,BABCOCK RANCH,3 Bed/3(0),"1,840",96,"$282,000.00",11/28/19
"$305,000.00",26 SW 21ST PL,CAPE CORAL,3+Den/3(0),"2,604",2,"$282,000.00",11/12/19
"$300,000.00",2020 SW 36TH TER,CAPE CORAL,3+Den/2(0),"1,785",109,"$282,000.00",12/16/19
"$289,000.00",113 SW 15TH TER,CAPE CORAL,4 Bed/3(0),"2,080",4,"$282,000.00",10/04/19
"$285,900.00",8864 FAWN RIDGE DR,FORT MYERS,4 Bed/2(0),"1,927",30,"$282,000.00",12/18/19
"$282,000.00",3710 22ND AVE SE,NAPLES,4 Bed/2(0),"1,527",12,"$282,000.00",10/25/19
"$279,000.00",3364 CORANA WAY,NAPLES,3 Bed/2(0),"1,594",1,"$282,000.00",09/30/19
"$282,000.00",1811 16TH AVE SW,NAPLES,3 Bed/2(0),"1,468",7,"$282,000.00",10/11/19
"$297,000.00",8571 PEPPER TREE WAY,NAPLES,3 Bed/2(0),"2,033",38,"$282,000.00",12/06/19
"$287,597.00",4148 LEMONGRASS DR,FORT MYERS,3 Bed/3(0),"1,849",19,"$282,251.00",10/29/19
"$290,000.00",124 NW 35TH PL,CAPE CORAL,4 Bed/3(0),"2,118",6,"$282,500.00",11/08/19
"$299,900.00",9407 CROCUS CT,FORT MYERS,4 Bed/2(0),"2,163",45,"$282,500.00",10/30/19
"$325,000.00",1315 FRANK WHITEMAN BLVD,NAPLES,2+Den/1(0),962,19,"$282,500.00",11/25/19
"$295,000.00",4012 OUTER DR,NAPLES,3 Bed/2(0),"1,200",7,"$282,500.00",08/15/19
"$282,900.00",6031 BIRNAM WOOD LN,FORT MYERS,3 Bed/2(0),"1,560",50,"$282,900.00",09/06/19
"$289,906.00",2617 VAREO CT,CAPE CORAL,3 Bed/2(0),"1,926",19,"$283,000.00",12/31/19
"$299,000.00",9026 ASTONIA WAY,ESTERO,4 Bed/2(1),"2,393",7,"$283,000.00",09/30/19
"$287,500.00",12509 STONE TOWER LOOP,FORT MYERS,3+Den/2(0),"1,835",32,"$283,000.00",11/15/19
"$289,000.00",15110 SAM SNEAD LN,NORTH FORT MYERS,3 Bed/2(0),"2,080",53,"$283,000.00",09/20/19
"$319,900.00",1431 CLARET CT,FORT MYERS,3 Bed/2(0),"1,564",57,"$283,500.00",08/30/19
"$299,500.00",914 SW 31ST TER,CAPE CORAL,3+Den/2(0),"1,996",43,"$284,000.00",10/25/19
"$279,000.00",8172 HARRISBURG DR,FORT MYERS,4 Bed/2(1),"2,105",6,"$284,000.00",12/11/19
"$287,000.00",931 ROSE WAY,NAPLES,3 Bed/2(0),"1,547",7,"$284,000.00",08/15/19
"$275,000.00",2020 DESOTO BLVD S,NAPLES,3+Den/2(0),"1,495",6,"$284,000.00",10/03/19
"$285,000.00",420 DESOTO BLVD S,NAPLES,3 Bed/2(0),"1,600",21,"$284,400.00",12/30/19
"$279,000.00",3724 SE 16TH PL,CAPE CORAL,3 Bed/2(0),"1,641",3,"$284,500.00",10/24/19
"$284,900.00",324 SW 19TH TER,CAPE CORAL,3+Den/2(0),"2,006",3,"$284,900.00",11/27/19
"$279,900.00",21537 WINDHAM RUN,ESTERO,3 Bed/2(0),"1,531",1,"$284,900.00",09/12/19
"$299,000.00",1588 WEYBRIDGE CIR #51,NAPLES,3 Bed/2(0),"1,465",61,"$284,900.00",09/30/19
"$299,900.00",15101 ESTUARY CIR,BONITA SPRINGS,3 Bed/2(0),"1,400",14,"$285,000.00",11/06/19
"$289,000.00",2650 SW 32ND ST,CAPE CORAL,3 Bed/2(0),"1,931",21,"$285,000.00",11/20/19
"$310,000.00",1605 SE 28TH TER,CAPE CORAL,2 Bed/2(0),"1,559",31,"$285,000.00",11/26/19
"$287,900.00",1632 SW 22ND TER,CAPE CORAL,4 Bed/2(0),"1,990",80,"$285,000.00",12/30/19
"$300,000.00",2519 WOODBOURNE PL,CAPE CORAL,3 Bed/2(0),"1,726",7,"$285,000.00",09/09/19
"$279,900.00",1703 SW 3RD TER,CAPE CORAL,3 Bed/2(0),"2,079",99,"$285,000.00",11/25/19
"$310,000.00",2620 SW 17TH PL,CAPE CORAL,4 Bed/3(0),"2,226",22,"$285,000.00",09/12/19
"$320,000.00",1209 SE 43RD TER,CAPE CORAL,3 Bed/2(0),"1,551",107,"$285,000.00",11/20/19
"$299,000.00",2809 SW 33RD TER,CAPE CORAL,3 Bed/2(0),"1,636",74,"$285,000.00",10/11/19
"$287,800.00",2708 VAREO CT,CAPE CORAL,3 Bed/2(0),"1,926",134,"$285,000.00",12/12/19
"$285,000.00",1417 NW 38TH AVE,CAPE CORAL,3 Bed/2(0),"1,786",64,"$285,000.00",10/21/19
"$289,999.00",9695 SEGUIN WAY,FORT MYERS,2+Den/2(0),"1,527",6,"$285,000.00",11/13/19
"$290,480.00",8365 ROBIN RD,FORT MYERS,4 Bed/2(0),"1,828",22,"$285,000.00",12/23/19
"$299,900.00",17960 CASTLE HARBOR DR,FORT MYERS,3 Bed/2(0),"1,845",50,"$285,000.00",10/29/19
"$315,000.00",15611 ALTON DR,FORT MYERS,4 Bed/3(1),"2,547",3,"$285,000.00",08/19/19
"$295,000.00",9232 CYPRESS DR N,FORT MYERS,3+Den/2(0),"1,970",12,"$285,000.00",08/14/19
"$305,000.00",8148 BRETON CIR,FORT MYERS,3+Den/2(1),"2,198",27,"$285,000.00",08/30/19
"$285,000.00",6601 HIGHLAND PINES CIR,FORT MYERS,3 Bed/2(0),"2,064",88,"$285,000.00",10/28/19
"$315,000.00",1248 FRUITLAND AVE,MARCO ISLAND,2 Bed/2(0),"1,024",5,"$285,000.00",11/08/19
"$306,658.00",8936 MADRID CIR,NAPLES,2 Bed/2(0),"1,366",6,"$285,000.00",12/27/19
"$295,000.00",5318 19TH AVE SW,NAPLES,3 Bed/2(0),"1,336",36,"$285,000.00",12/19/19
"$349,000.00",2311 WASHINGTON AVE,NAPLES,4+Den/2(0),"1,811",45,"$285,000.00",12/06/19
"$294,900.00",1850 52ND ST SW,NAPLES,3 Bed/2(0),"1,322",95,"$285,000.00",12/24/19
"$299,000.00",2220 ROBIN DR,NAPLES,3 Bed/2(0),"1,364",49,"$285,000.00",12/19/19
"$283,000.00",2060 51ST TER SW,NAPLES,3 Bed/2(0),"1,128",25,"$285,000.00",12/06/19
"$289,900.00",3661 50TH AVE NE,NAPLES,3 Bed/2(0),"1,495",7,"$285,000.00",09/27/19
"$300,000.00",2760 58TH AVE NE,NAPLES,3 Bed/2(0),"1,625",48,"$285,000.00",10/02/19
"$305,000.00",230 DENT DR,NAPLES,2+Den/2(0),"1,594",53,"$285,000.00",09/19/19
"$285,000.00",1410 19TH ST SW,NAPLES,2+Den/2(0),"1,224",14,"$285,000.00",08/16/19
"$285,000.00",2391 HEYDON CIR E,NAPLES,3 Bed/2(0),"1,649",35,"$285,000.00",09/11/19
"$279,000.00",3995 31ST AVE NE,NAPLES,3 Bed/2(0),"1,525",2,"$285,000.00",07/23/19
"$285,000.00",260 4TH ST SE,NAPLES,3+Den/2(0),"2,180",22,"$285,000.00",08/30/19
"$285,000.00",1745 24 TH AVE NE,NAPLES,3 Bed/2(0),"1,330",70,"$285,000.00",12/06/19
"$299,900.00",4418 18TH AVE SW,NAPLES,4 Bed/3(0),"2,161",127,"$285,000.00",10/31/19
"$298,500.00",19611 SLATER RD,NORTH FORT MYERS,3 Bed/2(0),"1,512",76,"$285,000.00",11/19/19
"$289,900.00",7717 16TH TER,OTHER,4 Bed/2(0),"2,040",68,"$285,400.00",09/24/19
"$285,900.00",1317 NW 10TH ST,CAPE CORAL,3+Den/2(0),"1,944",15,"$286,000.00",11/20/19
"$292,000.00",2217 NW 15TH ST,CAPE CORAL,3+Den/2(0),"1,973",54,"$286,000.00",11/01/19
"$289,900.00",10944 CLARENDON ST,FORT MYERS,2+Den/2(0),"1,433",11,"$286,000.00",11/01/19
"$292,770.00",1808 SW 40TH ST,CAPE CORAL,3+Den/2(0),"2,197",83,"$286,435.00",12/30/19
"$290,580.00",3210 BIRCHIN LN,FORT MYERS,4 Bed/2(0),"2,034",43,"$286,580.00",09/30/19
"$286,900.00",4341 NE 9TH PL,CAPE CORAL,4 Bed/3(0),"3,000",0,"$286,900.00",11/01/19
"$289,000.00",18041 CYPRESS CREEK LN,ALVA,3 Bed/2(0),"1,604",4,"$287,000.00",12/13/19
"$299,000.00",5776 DECLARATION CT,AVE MARIA,2+Den/2(0),"1,425",85,"$287,000.00",11/07/19
"$287,000.00",9778 KENTUCKY ST,BONITA SPRINGS,3 Bed/2(0),"1,698",31,"$287,000.00",11/15/19
"$299,900.00",1505 NW 33RD PL,CAPE CORAL,4 Bed/2(0),"1,987",27,"$287,000.00",12/02/19
"$294,900.00",3524 SE 3RD AVE,CAPE CORAL,3 Bed/2(0),"1,835",87,"$287,000.00",11/05/19
"$289,900.00",2465 VERDMONT CT,CAPE CORAL,3 Bed/2(0),"2,020",4,"$287,000.00",08/23/19
"$294,900.00",3608 SE 8TH PL,CAPE CORAL,4 Bed/2(0),"2,191",21,"$287,000.00",08/23/19
"$298,900.00",2944 NW 17TH TER,CAPE CORAL,3 Bed/2(0),"2,067",90,"$287,000.00",10/04/19
"$289,900.00",14055 DANPARK LOOP,FORT MYERS,3+Den/2(0),"1,830",5,"$287,000.00",12/19/19
"$285,000.00",7552 EAGLES FLIGHT LN,FORT MYERS,3 Bed/2(1),"2,073",3,"$287,000.00",09/10/19
"$284,900.00",160 22ND AVE NE,NAPLES,3 Bed/2(0),"1,739",21,"$287,000.00",12/31/19
"$287,000.00",2263 16 TH ST NE,NAPLES,3 Bed/2(0),"1,330",34,"$287,000.00",10/24/19
"$288,000.00",1627 SE 16TH ST,CAPE CORAL,3 Bed/2(0),"1,404",27,"$287,370.00",07/30/19
"$299,900.00",841 SW 22ND TER,CAPE CORAL,3 Bed/2(0),"1,749",87,"$287,500.00",11/12/19
"$302,500.00",2520 55TH ST SW,NAPLES,3 Bed/2(0),"1,439",6,"$287,500.00",10/25/19
"$290,000.00",5055 GREENBRIAR DR,FORT MYERS,4 Bed/2(1),"2,171",6,"$288,000.00",12/13/19
"$299,900.00",12804 IVORY STONE LOOP,FORT MYERS,4 Bed/2(1),"2,769",62,"$288,000.00",12/06/19
"$279,900.00",2541 68TH AVE NE,NAPLES,3 Bed/2(0),"2,040",115,"$288,000.00",12/02/19
"$289,900.00",611 HINES AVE,LEHIGH ACRES,3 Bed/2(0),"2,006",6,"$288,500.00",12/27/19
"$289,000.00",1201 SW 53RD ST,CAPE CORAL,3 Bed/2(0),"1,935",3,"$289,000.00",10/18/19
"$296,860.00",3088 AMADORA CIR,CAPE CORAL,3+Den/2(0),"2,034",111,"$289,000.00",11/14/19
"$289,000.00",4313 NW 32ND ST,CAPE CORAL,3 Bed/3(0),"2,257",5,"$289,000.00",08/03/19
"$289,000.00",18183 PHLOX DR,FORT MYERS,3 Bed/2(0),"1,903",4,"$289,000.00",12/16/19
"$299,900.00",17902 OAKMONT RIDGE CIR,FORT MYERS,4 Bed/2(1),"1,911",85,"$289,000.00",11/26/19
"$289,500.00",2851 62ND AVE NE,NAPLES,3+Den/2(0),"1,542",9,"$289,000.00",12/05/19
"$289,000.00",3622 41ST AVE NE,NAPLES,3+Den/2(0),"1,542",6,"$289,000.00",12/19/19
"$299,900.00",393 LEAWOOD CIR,NAPLES,3+Den/2(1),"2,059",19,"$289,000.00",08/26/19
"$289,900.00",1327 NAPLES LAKE DR,NAPLES,2+Den/2(0),"1,384",154,"$289,000.00",12/27/19
"$299,900.00",1765 43RD ST SW,NAPLES,3 Bed/2(0),"1,319",51,"$289,000.00",12/13/19
"$299,500.00",1203 ISLAMORADA BLVD,PUNTA GORDA,2 Bed/2(0),"1,759",61,"$289,000.00",10/30/19
"$299,545.00",2625 CORONA LN,CAPE CORAL,3 Bed/2(0),"1,816",27,"$289,500.00",12/27/19
"$289,900.00",4645 SE 1ST AVE,CAPE CORAL,3 Bed/2(0),"1,736",25,"$289,900.00",12/16/19
"$284,900.00",1138 NW 27TH AVE,CAPE CORAL,4 Bed/2(0),"1,800",68,"$289,900.00",11/01/19
"$289,900.00",4422 SW 9TH AVE,CAPE CORAL,3 Bed/2(0),"1,747",3,"$289,900.00",08/28/19
"$289,900.00",3390 58TH AVE NE,NAPLES,3 Bed/2(0),"1,620",39,"$289,900.00",12/20/19
"$276,500.00",110 WARWICK HILLS DR,NAPLES,4 Bed/3(0),"1,745",11,"$289,900.00",09/11/19
"$289,900.00",4180 12TH AVE NE,NAPLES,3 Bed/2(0),"1,620",5,"$289,900.00",12/23/19
"$289,900.00",3465 64TH AVE NE,NAPLES,3 Bed/2(0),"1,620",20,"$289,900.00",09/25/19
"$304,900.00",6019 HOLLOW DR,NAPLES,3 Bed/2(0),"1,568",27,"$289,900.00",08/22/19
"$311,000.00",16270 TORTUGA ST,BOKEELIA,2 Bed/1(0),"1,160",49,"$290,000.00",10/30/19
"$290,000.00",27646 GARRETT ST,BONITA SPRINGS,3 Bed/2(0),"1,403",2,"$290,000.00",11/15/19
"$299,000.00",26936 LOST WOODS CIR,BONITA SPRINGS,3 Bed/2(0),"1,862",8,"$290,000.00",11/20/19
"$309,000.00",10021 BONITA FAIRWAYS DR,BONITA SPRINGS,3 Bed/2(0),"1,309",23,"$290,000.00",08/20/19
"$289,000.00",2718 SW 9TH PL,CAPE CORAL,3 Bed/2(0),"1,525",2,"$290,000.00",12/27/19
"$299,900.00",2527 BELLEVILLE CT,CAPE CORAL,3 Bed/2(0),"1,726",5,"$290,000.00",12/02/19
"$314,900.00",3005 SE 18TH AVE,CAPE CORAL,2 Bed/2(0),"1,200",24,"$290,000.00",11/26/19
"$290,000.00",901 SW 21ST LN,CAPE CORAL,3 Bed/2(0),"1,789",11,"$290,000.00",10/22/19
"$299,800.00",527 SE 34TH TER,CAPE CORAL,3 Bed/2(0),"1,925",21,"$290,000.00",10/21/19
"$304,900.00",3116 SW 19TH PL,CAPE CORAL,3 Bed/2(0),"1,959",11,"$290,000.00",09/30/19
"$300,000.00",2125 SE 5TH CT,CAPE CORAL,3 Bed/2(0),"1,977",49,"$290,000.00",09/27/19
"$300,000.00",414 SE 23RD TER,CAPE CORAL,3 Bed/2(0),"1,700",13,"$290,000.00",09/25/19
"$294,500.00",208 SE 12TH AVE,CAPE CORAL,2 Bed/2(0),"1,942",23,"$290,000.00",09/06/19
"$295,000.00",3723 SW 19TH PL,CAPE CORAL,3+Den/2(0),"1,760",3,"$290,000.00",07/31/19
"$299,900.00",19300 NORTHBRIDGE WAY,ESTERO,3 Bed/2(0),"2,150",40,"$290,000.00",09/27/19
"$299,900.00",11952 COUNTRY DAY CIR,FORT MYERS,3 Bed/2(0),"2,111",7,"$290,000.00",12/03/19
"$297,900.00",6799 CARMELLE DR,FORT MYERS,3 Bed/2(0),"1,713",13,"$290,000.00",11/20/19
"$299,900.00",13209 HIGHLAND CHASE PL,FORT MYERS,3+Den/2(1),"2,396",66,"$290,000.00",11/15/19
"$309,000.00",18440 QUINCE RD,FORT MYERS,3 Bed/2(0),"1,854",92,"$290,000.00",09/30/19
"$297,500.00",7196 EMILY DR,FORT MYERS,3+Den/2(0),"1,629",21,"$290,000.00",10/14/19
"$290,000.00",15071 ORANGE RIVER RD,FORT MYERS,3 Bed/2(0),"1,499",2,"$290,000.00",08/19/19
"$315,000.00",7866 BUCKS RUN DR,NAPLES,3 Bed/2(0),"1,768",9,"$290,000.00",12/09/19
"$289,000.00",7179 EVERGLADES BLVD N,NAPLES,3+Den/2(0),"1,542",0,"$290,000.00",10/16/19
"$294,900.00",3741 39TH AVE NE,NAPLES,3 Bed/2(0),"1,489",42,"$290,000.00",10/25/19
"$290,000.00",4675 4TH AVE NE,NAPLES,3 Bed/2(0),"1,715",14,"$290,000.00",09/16/19
"$299,000.00",2260 45TH ST SW,NAPLES,4 Bed/2(0),"1,731",46,"$290,000.00",11/06/19
"$279,900.00",3590 4TH AVE SE,NAPLES,4 Bed/2(0),"1,696",6,"$290,000.00",08/30/19
"$350,000.00",3311 7TH AVE SW,NAPLES,4 Bed/2(0),"2,353",0,"$290,000.00",11/20/19
"$299,900.00",85 JOHNNYCAKE DR,NAPLES,3 Bed/2(0),"1,067",106,"$290,000.00",12/02/19
"$290,700.00",20580 LONG POND RD,NORTH FORT MYERS,3+Den/2(0),"1,983",4,"$290,000.00",12/27/19
"$298,900.00",6651 DAVID BLVD,PORT CHARLOTTE,3 Bed/3(0),"2,041",35,"$290,000.00",12/27/19
"$294,900.00",3800 RIDGELAND CT,PUNTA GORDA,3 Bed/2(0),"1,850",8,"$290,000.00",08/09/19
"$290,298.00",4142 LEMONGRASS DR,FORT MYERS,4 Bed/3(0),"2,032",34,"$290,298.00",09/30/19
"$295,900.00",4026 SW 8TH CT,CAPE CORAL,3+Den/2(0),"1,777",5,"$290,900.00",09/06/19
"$299,000.00",821 16TH AVE SW,NAPLES,3 Bed/2(0),"1,196",7,"$291,000.00",10/15/19
"$304,500.00",2983 54TH LN SW,NAPLES,3 Bed/2(0),"1,398",37,"$291,000.00",11/28/19
"$299,999.00",4230 PERTH CT,NORTH FORT MYERS,3 Bed/2(0),"2,045",14,"$291,400.00",11/21/19
"$287,000.00",4203 SW 25TH PL,CAPE CORAL,4 Bed/2(0),"1,702",3,"$292,000.00",10/11/19
"$289,900.00",1204 SE 17TH TER,CAPE CORAL,3 Bed/2(0),"1,684",2,"$292,000.00",08/12/19
"$299,900.00",232 SW 37TH LN,CAPE CORAL,3+Den/2(0),"1,835",26,"$292,000.00",08/16/19
"$303,300.00",12825 IVORY STONE LOOP,FORT MYERS,4 Bed/2(1),"2,885",6,"$292,200.00",11/26/19
"$304,900.00",6013 PERTHSHIRE LN,FORT MYERS,3 Bed/2(0),"1,641",30,"$292,250.00",11/15/19
"$299,900.00",7467 DANA LIN CIR,NORTH FORT MYERS,3 Bed/2(0),"1,762",9,"$292,400.00",11/21/19
"$299,000.00",2760 NW 4TH ST,CAPE CORAL,3+Den/2(0),"2,121",92,"$292,500.00",12/18/19
"$305,000.00",11613 GOLDEN OAK TER,FORT MYERS,2 Bed/2(0),"1,917",8,"$292,500.00",11/25/19
"$299,900.00",12910 EAGLE POINTE CIR,FORT MYERS,3 Bed/2(0),"1,680",57,"$292,500.00",12/27/19
"$309,000.00",1026 JARDIN DR,NAPLES,3 Bed/2(0),"1,532",72,"$292,500.00",12/13/19
"$300,777.00",4125 SW 25TH PL,CAPE CORAL,3 Bed/2(0),"1,998",150,"$293,000.00",12/06/19
"$299,900.00",11775 TIMBERMARSH CT,FORT MYERS,3+Den/2(0),"2,054",35,"$293,000.00",12/31/19
"$293,000.00",2208 OXFORD RIDGE CIR,LEHIGH ACRES,4 Bed/3(0),"2,310",7,"$293,000.00",11/15/19
