List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
"$264,777.00",8445 GROVE RD,FORT MYERS,3 Bed/2(0),"2,144",2,"$262,000.00",10/15/19
"$272,000.00",18064 LAUREL VALLEY RD,FORT MYERS,3 Bed/2(0),"1,862",66,"$262,000.00",12/05/19
"$264,900.00",2455 JASPER AVE,FORT MYERS,3 Bed/2(0),"1,499",0,"$262,000.00",08/21/19
"$275,000.00",18568 BRADENTON RD,FORT MYERS,4 Bed/2(0),"1,954",90,"$262,000.00",11/25/19
"$268,000.00",8606 MANDERSTON CT,FORT MYERS,3 Bed/2(0),"1,485",128,"$262,500.00",11/12/19
"$269,900.00",11018 LINNET LN,NAPLES,3 Bed/2(0),"1,527",30,"$262,500.00",09/09/19
"$279,995.00",13041 BLUE JASMINE DR,NORTH FORT MYERS,2 Bed/2(0),"1,805",9,"$262,500.00",12/30/19
"$269,000.00",2134 SE 16TH ST,CAPE CORAL,3 Bed/3(0),"1,600",23,"$263,000.00",09/03/19
"$317,000.00",3557 MALAGROTTA CIR,CAPE CORAL,4+Den/3(0),"2,765",97,"$263,000.00",11/15/19
"$269,900.00",9419 LA BIANCO ST,ESTERO,3 Bed/2(0),"1,476",13,"$263,000.00",08/13/19
"$260,000.00",1423 DUBONNET CT,FORT MYERS,2+Den/2(0),"1,352",25,"$263,000.00",08/02/19
"$280,000.00",105 CHAMONIX CT,NAPLES,2+Den/2(0),"1,417",14,"$263,000.00",10/21/19
"$263,000.00",19601 PINE ECHO RD,NORTH FORT MYERS,4+Den/3(0),"2,480",7,"$263,000.00",09/17/19
"$273,999.00",2864 VIA PIAZZA LOOP,FORT MYERS,4 Bed/3(0),"2,032",17,"$263,500.00",08/21/19
"$265,745.00",615 SW 25TH TER,CAPE CORAL,4 Bed/2(0),"2,319",36,"$263,745.00",12/30/19
"$279,900.00",1531 LINWOOD AVE,ALVA,3 Bed/2(0),"1,726",21,"$264,000.00",12/06/19
"$264,350.00",3412 GOLD FLOWER ST,ALVA,3+Den/2(0),"2,034",62,"$264,000.00",11/26/19
"$270,000.00",5253 MESSINA ST,AVE MARIA,3 Bed/2(1),"1,929",128,"$264,000.00",12/09/19
"$264,000.00",2960 HOLLY RD,FORT MYERS,3 Bed/2(0),"1,760",28,"$264,000.00",10/23/19
"$270,000.00",4233 23RD AVE SW,NAPLES,2 Bed/2(0),"1,136",46,"$264,000.00",12/10/19
"$260,000.00",5027 FAIRFIELD DR,FORT MYERS,3 Bed/2(0),"1,448",27,"$264,500.00",08/30/19
"$264,900.00",2701 SW 21ST PL,CAPE CORAL,3+Den/2(0),"1,785",34,"$264,900.00",12/30/19
"$264,997.00",903 NW 37TH AVE,CAPE CORAL,4 Bed/2(0),"1,808",2,"$264,997.00",09/12/19
"$269,900.00",1003 SW 5TH TER,CAPE CORAL,3 Bed/2(0),"1,603",20,"$265,000.00",12/18/19
"$259,000.00",4138 SW 23RD AVE,CAPE CORAL,3+Den/2(0),"1,473",3,"$265,000.00",12/09/19
"$275,000.00",1201 SE 14TH ST,CAPE CORAL,3 Bed/2(0),"1,415",2,"$265,000.00",12/26/19
"$265,000.00",231 SW 31ST ST,CAPE CORAL,4 Bed/2(0),"1,914",44,"$265,000.00",12/02/19
"$265,000.00",2427 NW 6TH TER,CAPE CORAL,3 Bed/2(0),"1,796",42,"$265,000.00",10/28/19
"$275,000.00",902 NE 15TH TER,CAPE CORAL,3+Den/2(0),"1,785",9,"$265,000.00",10/04/19
"$259,900.00",1509 NW 37TH AVE,CAPE CORAL,3 Bed/2(0),"1,726",42,"$265,000.00",11/02/19
"$269,900.00",634 SE 36TH ST,CAPE CORAL,3 Bed/2(0),"1,924",24,"$265,000.00",08/05/19
"$285,000.00",3834 SW 19TH PL,CAPE CORAL,3 Bed/2(0),"1,653",162,"$265,000.00",12/04/19
"$269,900.00",2676 BRIGHTSIDE CT,CAPE CORAL,2+Den/2(0),"1,797",32,"$265,000.00",07/22/19
"$284,900.00",9331 VIA SAN GIOVANI ST,FORT MYERS,4 Bed/3(0),"2,032",52,"$265,000.00",12/31/19
"$265,000.00",6131 ARBOR AVE,FORT MYERS,4 Bed/2(0),"2,044",11,"$265,000.00",10/16/19
"$269,900.00",13452 HAMPTON PARK CT,FORT MYERS,3+Den/2(0),"1,936",2,"$265,000.00",10/10/19
"$274,900.00",123 ALAMEDA AVE,FORT MYERS,4 Bed/3(0),"2,550",98,"$265,000.00",12/23/19
"$273,999.00",4180 BLUEGRASS DR,FORT MYERS,3 Bed/3(0),"1,849",8,"$265,000.00",07/31/19
"$275,000.00",1453 CORNELL PL,FORT MYERS,3 Bed/2(0),"1,700",4,"$265,000.00",07/15/19
"$279,900.00",261 7TH AVE,LABELLE,3 Bed/2(0),"1,698",43,"$265,000.00",12/20/19
"$275,000.00",3609 8TH ST SW,LEHIGH ACRES,4 Bed/2(0),"2,406",16,"$265,000.00",10/21/19
"$281,900.00",11042 RIVER TRENT CT,LEHIGH ACRES,5 Bed/3(1),"2,673",62,"$265,000.00",11/22/19
"$279,900.00",1705 OAK AVE,LEHIGH ACRES,3+Den/2(0),"1,948",24,"$265,000.00",08/29/19
"$265,000.00",825 ANSON AVE,LEHIGH ACRES,3 Bed/2(0),"2,011",62,"$265,000.00",09/27/19
"$275,000.00",503 HIBISCUS AVE,LEHIGH ACRES,4 Bed/3(0),"2,135",37,"$265,000.00",08/30/19
"$269,900.00",5355 19TH AVE SW,NAPLES,3 Bed/2(0),"1,420",5,"$265,000.00",12/17/19
"$265,000.00",2651 53RD ST SW,NAPLES,3 Bed/2(0),"1,300",10,"$265,000.00",12/13/19
"$285,000.00",390 7TH ST SW,NAPLES,3 Bed/2(0),"1,403",32,"$265,000.00",12/12/19
"$279,900.00",4439 23RD PL SW,NAPLES,3 Bed/2(0),"1,284",35,"$265,000.00",12/13/19
"$285,000.00",4907 LASQUETI WAY,NAPLES,2+Den/2(0),"1,680",133,"$265,000.00",12/17/19
"$259,999.00",4451 45TH AVE NE,NAPLES,3 Bed/2(0),"1,214",71,"$265,000.00",10/17/19
"$275,000.00",7433 DANA LIN CIR,NORTH FORT MYERS,3 Bed/2(0),"1,829",8,"$265,000.00",09/13/19
"$289,900.00",3711 CRESTWELL CT,ST. JAMES CITY,3 Bed/2(0),"1,629",82,"$265,000.00",12/13/19
"$262,000.00",10247 SANDY HOLLOW LN,BONITA SPRINGS,3 Bed/2(0),"1,452",3,"$266,000.00",11/22/19
"$274,900.00",6920 SAINT EDMUNDS LOOP,FORT MYERS,3 Bed/2(0),"1,508",38,"$266,000.00",08/30/19
"$276,796.00",3418 LANA CT,FORT MYERS,3+Den/3(0),"2,201",15,"$266,407.00",10/21/19
"$275,900.00",27171 EDGEWOOD ST,BONITA SPRINGS,3 Bed/2(0),"1,490",17,"$267,000.00",08/28/19
"$259,850.00",405 SE 13TH ST,CAPE CORAL,3 Bed/2(0),"1,642",5,"$267,000.00",10/21/19
"$275,000.00",1802 NE 24TH AVE,CAPE CORAL,4 Bed/2(0),"1,718",128,"$267,000.00",12/06/19
"$275,000.00",17751 CASTLE HARBOR DR,FORT MYERS,3 Bed/2(0),"1,866",6,"$267,000.00",09/04/19
"$287,975.00",8825 MADRID CIR,NAPLES,2 Bed/2(0),"1,133",11,"$267,000.00",12/16/19
"$268,500.00",3575 8TH AVE SE,NAPLES,3 Bed/2(0),"1,225",27,"$267,000.00",11/15/19
"$269,000.00",3670 29TH AVE SW,NAPLES,2 Bed/2(0),"1,062",3,"$267,000.00",10/17/19
"$267,300.00",3570 15TH AVE SW,NAPLES,3 Bed/2(0),"1,108",21,"$267,300.00",09/13/19
"$279,900.00",26989 MORTON GROVE DR,BONITA SPRINGS,3 Bed/2(0),"1,507",34,"$267,500.00",11/06/19
"$269,500.00",3820 NW 45TH LN,CAPE CORAL,3 Bed/2(0),"1,905",25,"$267,500.00",10/24/19
"$265,000.00",1212 SW 38TH TER,CAPE CORAL,3 Bed/2(0),"1,673",30,"$267,500.00",11/15/19
"$279,850.00",121 SE 42ND TER,CAPE CORAL,3 Bed/2(0),"1,505",47,"$267,500.00",10/23/19
"$279,900.00",2021 CORONA DEL SIRE DR,NORTH FORT MYERS,3 Bed/2(0),"1,644",69,"$267,500.00",10/25/19
"$269,500.00",2218 NW EMBERS TER,CAPE CORAL,3 Bed/2(0),"2,006",57,"$268,000.00",09/06/19
"$279,000.00",340 E DEL MONTE AVE,CLEWISTON,3 Bed/2(0),"1,848",80,"$268,000.00",12/12/19
"$280,000.00",9728 GLADIOLUS BULB LOOP,FORT MYERS,4 Bed/2(0),"1,926",78,"$268,000.00",10/18/19
"$268,000.00",1003 ROSE WAY,NAPLES,3 Bed/2(0),"1,550",1,"$268,000.00",09/12/19
"$265,900.00",1880 8TH ST NE,NAPLES,3+Den/2(0),"1,643",3,"$268,000.00",08/30/19
"$269,000.00",1103 MEDAN CT S,NAPLES,3 Bed/2(1),"1,710",118,"$268,000.00",11/15/19
"$268,500.00",9124 MORRIS RD,FORT MYERS,3 Bed/2(0),"1,670",10,"$268,500.00",10/04/19
"$268,900.00",519 SE 11TH ST,CAPE CORAL,5 Bed/3(0),"2,207",1,"$268,900.00",10/10/19
"$275,000.00",911 SE 17TH ST,CAPE CORAL,3 Bed/2(0),"1,485",2,"$268,900.00",07/31/19
"$279,000.00",116 SW 38TH TER,CAPE CORAL,3 Bed/2(0),"1,748",42,"$269,000.00",11/22/19
"$264,900.00",226 SE 1ST TER,CAPE CORAL,4 Bed/2(0),"1,718",13,"$269,000.00",09/10/19
"$274,900.00",1610 NE 6TH TER,CAPE CORAL,3 Bed/2(1),"1,690",1,"$269,000.00",08/30/19
"$269,000.00",602 NW 24TH TER,CAPE CORAL,3 Bed/2(0),"2,090",28,"$269,000.00",08/30/19
"$269,000.00",3120 SW 19TH PL,CAPE CORAL,3 Bed/2(0),"1,660",2,"$269,000.00",08/15/19
"$276,020.00",3189 BIRCHIN LN,FORT MYERS,4 Bed/2(0),"1,828",44,"$269,000.00",11/15/19
"$274,900.00",4252 26TH AVE SE,NAPLES,3 Bed/2(0),"1,161",20,"$269,000.00",12/18/19
"$264,900.00",3271 2ND AVE SE,NAPLES,3 Bed/2(0),"1,084",44,"$269,000.00",11/15/19
"$274,900.00",5200 31ST PL SW,NAPLES,3 Bed/2(0),"1,162",5,"$269,000.00",09/04/19
"$269,000.00",3054 54TH LN SW,NAPLES,3 Bed/2(0),"1,186",7,"$269,000.00",09/06/19
"$269,000.00",4240 PEARL HARBOR DR,NAPLES,3 Bed/2(0),"1,594",55,"$269,000.00",10/16/19
"$269,000.00",5081 31ST PL SW,NAPLES,3 Bed/2(0),"1,248",94,"$269,000.00",11/12/19
"$274,900.00",25342 NARWHAL LN,PUNTA GORDA,3 Bed/2(0),"1,784",0,"$269,000.00",12/26/19
"$300,000.00",131 TEMPTATION CT,LAKE PLACID,3+Den/2(0),"2,463",22,"$269,120.00",11/25/19
"$270,220.00",3206 BIRCHIN LN,FORT MYERS,4 Bed/2(0),"1,828",54,"$269,220.00",10/30/19
"$275,895.00",1158 PENROSE CT,NAPLES,3 Bed/2(1),"1,553",38,"$269,295.00",11/27/19
"$269,500.00",2413 NW 7TH PL,CAPE CORAL,3 Bed/2(0),"1,800",42,"$269,500.00",12/06/19
"$275,545.00",3169 BIRCHIN LN,FORT MYERS,3 Bed/2(0),"1,672",54,"$269,500.00",12/12/19
"$259,750.00",3663 ROGERS ST,FORT MYERS,3 Bed/2(0),"1,606",4,"$269,750.00",10/11/19
"$280,593.00",1150 PENROSE CT,NAPLES,2 Bed/2(0),"1,189",13,"$269,788.00",11/27/19
"$269,900.00",26825 OUR CT,BONITA SPRINGS,4 Bed/2(0),"2,194",15,"$269,900.00",10/17/19
"$269,900.00",2549 NW 19TH PL,CAPE CORAL,3 Bed/2(0),"1,796",63,"$269,900.00",11/05/19
"$272,900.00",1811 CAPE CORAL PKY W,CAPE CORAL,5 Bed/3(0),"2,180",78,"$269,900.00",09/27/19
"$269,900.00",11173 LAKELAND CIR,FORT MYERS,4 Bed/2(0),"2,160",77,"$269,900.00",12/13/19
"$269,900.00",2366 LA SALLE AVE,FORT MYERS,3 Bed/2(0),"1,436",22,"$269,900.00",11/08/19
"$269,900.00",17277 PHLOX DR,FORT MYERS,3 Bed/2(0),"1,888",41,"$269,900.00",09/05/19
"$269,900.00",4247 54TH AVE NE,NAPLES,3+Den/2(0),"1,495",8,"$269,900.00",08/30/19
"$269,900.00",4452 45TH AVE NE,NAPLES,3 Bed/2(0),"1,214",34,"$269,900.00",11/19/19
"$269,950.00",3512 NW 15TH LN,CAPE CORAL,3 Bed/2(1),"1,785",89,"$269,950.00",11/26/19
"$269,900.00",2101 SE 10TH LN,CAPE CORAL,3 Bed/2(0),"1,399",7,"$269,975.00",08/13/19
"$269,990.00",2224 SW 2ND CT,CAPE CORAL,4 Bed/2(0),"1,829",1,"$269,990.00",10/23/19
"$269,990.00",1220 NW 37TH AVE,CAPE CORAL,4 Bed/3(0),"2,338",20,"$269,990.00",11/20/19
"$269,990.00",20632 GOLDEN ELM DR,ESTERO,2+Den/2(0),"1,420",13,"$269,990.00",09/10/19
"$269,000.00",2405 N WESTWOOD DR,NORTH FORT MYERS,3 Bed/2(0),"1,581",95,"$269,995.00",12/26/19
"$269,999.00",2361 62ND AVE NE,NAPLES,3 Bed/2(0),"1,213",2,"$269,999.00",11/25/19
"$282,000.00",322 SE 33RD TER,CAPE CORAL,3 Bed/2(0),"1,686",3,"$270,000.00",12/10/19
"$269,000.00",800 SW 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,677",5,"$270,000.00",11/25/19
"$274,900.00",2017 CAPE CORAL PKY W,CAPE CORAL,3 Bed/2(0),"1,718",26,"$270,000.00",11/01/19
"$269,917.00",653 CORAL DR,CAPE CORAL,4 Bed/2(1),"2,287",8,"$270,000.00",11/15/19
"$270,000.00",1019 NW 9TH ST,CAPE CORAL,3 Bed/2(0),"1,552",2,"$270,000.00",10/29/19
"$279,900.00",234 SW 45TH ST,CAPE CORAL,3 Bed/2(0),"1,912",17,"$270,000.00",11/01/19
"$270,000.00",1321 SW 22ND PL,CAPE CORAL,3 Bed/2(0),"1,789",6,"$270,000.00",10/04/19
"$274,900.00",2621 CLAIRFONT CT,CAPE CORAL,3 Bed/2(0),"1,507",9,"$270,000.00",09/27/19
"$291,900.00",310 SE 6TH ST,CAPE CORAL,3 Bed/3(0),"2,188",20,"$270,000.00",10/01/19
"$279,900.00",2310 SW 40TH ST,CAPE CORAL,3 Bed/2(0),"1,843",47,"$270,000.00",10/11/19
"$274,900.00",2005 NW 8TH PL,CAPE CORAL,4 Bed/2(0),"2,094",9,"$270,000.00",08/20/19
"$270,000.00",2205 NE 15TH PL,CAPE CORAL,3 Bed/2(0),"2,060",19,"$270,000.00",07/30/19
"$279,000.00",20613 GOLDEN ELM DR,ESTERO,3 Bed/2(1),"2,063",54,"$270,000.00",11/08/19
"$275,000.00",9539 LISERON DR,ESTERO,2+Den/2(0),"1,670",39,"$270,000.00",11/15/19
"$279,000.00",10910 DENNINGTON RD,FORT MYERS,2 Bed/2(0),"1,681",5,"$270,000.00",12/12/19
"$299,900.00",11326 LAKELAND CIR,FORT MYERS,4 Bed/2(1),"2,259",21,"$270,000.00",11/11/19
"$284,900.00",936 ADELPHI CT,FORT MYERS,4 Bed/2(0),"1,620",9,"$270,000.00",09/23/19
"$279,000.00",3170 BRAMBLE COVE CT,FORT MYERS,3 Bed/2(0),"1,841",111,"$270,000.00",12/30/19
"$274,900.00",10409 CANAL BROOK LN,LEHIGH ACRES,4 Bed/2(1),"2,644",93,"$270,000.00",12/13/19
"$270,000.00",4910 5TH ST W,LEHIGH ACRES,3+Den/2(0),"1,924",2,"$270,000.00",08/12/19
"$265,000.00",3255 4TH AVE SE,NAPLES,3 Bed/2(0),"1,357",5,"$270,000.00",12/20/19
"$279,900.00",263 LEAWOOD CIR,NAPLES,3+Den/2(1),"2,053",19,"$270,000.00",12/13/19
"$270,000.00",5071 31ST PL SW,NAPLES,2+Den/2(0),"1,220",9,"$270,000.00",11/04/19
"$275,000.00",3770 8TH AVE SE,NAPLES,3 Bed/2(0),"1,253",30,"$270,000.00",11/08/19
"$265,000.00",4954 18TH CT SW,NAPLES,3 Bed/2(0),"1,382",6,"$270,000.00",09/20/19
"$276,000.00",311 STANHOPE CIR,NAPLES,3 Bed/2(0),"1,536",67,"$270,000.00",11/20/19
"$270,000.00",4797 26TH AVE SE,NAPLES,3 Bed/2(0),"1,266",146,"$270,000.00",12/05/19
"$265,000.00",830 16TH ST SE,NAPLES,3 Bed/2(0),"1,100",5,"$270,000.00",08/23/19
"$229,500.00",4485 43RD AVE NE,NAPLES,3 Bed/2(0),"1,737",3,"$270,000.00",08/14/19
"$279,900.00",1345 TRIANDRA LN,NAPLES,3 Bed/2(0),"1,392",18,"$270,000.00",08/09/19
"$270,000.00",4564 28TH PL SW,NAPLES,3 Bed/2(0),"1,706",16,"$270,000.00",07/22/19
"$299,000.00",2960 8TH ST NW,NAPLES,3 Bed/2(0),"1,468",10,"$270,000.00",08/15/19
"$285,000.00",3573 VIA MONTANA WAY,NORTH FORT MYERS,3 Bed/2(0),"1,695",51,"$270,000.00",12/12/19
"$274,900.00",396 HERRON RD,NORTH FORT MYERS,3 Bed/2(0),"1,702",13,"$270,000.00",10/31/19
"$279,574.00",4353 S GULF CIR,NORTH FORT MYERS,3 Bed/2(0),"1,502",20,"$270,000.00",09/10/19
"$295,000.00",26107 RAMPART BLVD,PUNTA GORDA,3 Bed/2(1),"2,013",104,"$270,000.00",12/06/19
"$277,597.00",4253 BLUEGRASS DR,FORT MYERS,3 Bed/3(0),"1,849",59,"$270,973.00",10/02/19
"$275,880.00",1837 NW 37TH AVE,CAPE CORAL,4 Bed/3(0),"2,338",43,"$271,000.00",11/15/19
"$269,900.00",3995 10TH AVE NE,NAPLES,3 Bed/2(0),"1,337",10,"$271,000.00",11/18/19
"$280,000.00",2823 SE 16TH PL,CAPE CORAL,2 Bed/2(0),"1,576",7,"$272,000.00",10/18/19
"$280,000.00",1143 SW 42ND TER,CAPE CORAL,3 Bed/2(0),"1,812",32,"$272,000.00",09/26/19
"$299,900.00",1917 SE 26TH ST,CAPE CORAL,3 Bed/2(0),"1,440",62,"$272,000.00",10/31/19
"$279,900.00",2637 ASTWOOD CT,CAPE CORAL,3 Bed/2(0),"1,726",27,"$272,000.00",08/12/19
"$280,000.00",19001 CYPRESS VIEW DR,FORT MYERS,3 Bed/2(0),"1,564",46,"$272,000.00",12/09/19
"$274,900.00",14084 BENTLY CIR,FORT MYERS,3 Bed/3(1),"2,637",62,"$272,000.00",12/02/19
"$279,900.00",12870 IVORY STONE LOOP,FORT MYERS,3+Den/2(1),"2,379",5,"$272,000.00",08/06/19
"$285,000.00",14168 GROSSE POINTE LN,FORT MYERS,2 Bed/2(0),"1,536",7,"$272,000.00",07/15/19
"$264,500.00",312 NASON LN,NAPLES,3 Bed/2(0),"1,705",6,"$272,000.00",08/01/19
"$269,990.00",1168 SANTORINI PL,NAPLES,3 Bed/2(1),"1,553",61,"$272,000.00",10/11/19
"$278,999.00",2821 ACADEMY BLVD,CAPE CORAL,4 Bed/2(0),"1,929",2,"$272,500.00",07/11/19
"$279,900.00",1138 SE 18TH ST,CAPE CORAL,3 Bed/2(0),"2,150",80,"$272,500.00",09/26/19
"$279,000.00",5556 PERNOD DR,FORT MYERS,2 Bed/2(0),"1,828",11,"$272,500.00",11/14/19
"$289,000.00",11296 ZEHNER LN,FORT MYERS,3 Bed/2(0),"1,578",4,"$272,500.00",08/08/19
"$285,000.00",9341 PALM ISLAND CIR,NORTH FORT MYERS,2+Den/2(0),"1,677",31,"$272,500.00",12/05/19
"$279,900.00",3984 BLENHEIM ST,FORT MYERS,3 Bed/2(0),"1,703",4,"$273,000.00",10/10/19
"$319,999.00",9031 OLD HICKORY CIR,FORT MYERS,3 Bed/2(0),"2,172",60,"$273,000.00",09/30/19
"$279,900.00",7497 COON RD,NORTH FORT MYERS,3 Bed/2(0),"2,081",8,"$273,300.00",12/20/19
"$283,000.00",5281 MESSINA ST,AVE MARIA,3+Den/3(0),"2,341",120,"$273,980.00",12/02/19
"$274,000.00",26626 ROBIN WAY,BONITA SPRINGS,2 Bed/2(0),"1,092",6,"$274,000.00",12/02/19
"$274,500.00",905 SW 52ND ST,CAPE CORAL,3 Bed/2(0),"1,566",30,"$274,000.00",10/18/19
"$279,900.00",8945 CASCADES ISLE BLVD,ESTERO,2+Den/2(0),"1,664",27,"$274,000.00",11/18/19
"$285,000.00",1196 BANTER CIR,NORTH PORT,3+Den/2(0),"1,664",29,"$274,000.00",07/31/19
"$270,990.00",4338 SW 9TH PL,CAPE CORAL,4 Bed/2(0),"1,829",5,"$274,090.00",12/04/19
"$274,900.00",11616 SAUNDERS AVE,BONITA SPRINGS,3 Bed/2(0),"1,351",9,"$274,900.00",08/12/19
"$274,900.00",2606 SW 1ST TER,CAPE CORAL,3 Bed/2(0),"1,556",1,"$274,900.00",11/27/19
"$274,900.00",8020 SHERWOOD CIR,LABELLE,3 Bed/2(0),"1,958",44,"$274,900.00",08/23/19
"$274,900.00",5211 BYGONE ST,LEHIGH ACRES,3 Bed/2(0),"2,164",0,"$274,900.00",10/09/19
"$274,990.00",709 SW 28TH TER,CAPE CORAL,4 Bed/2(0),"1,829",24,"$274,990.00",12/26/19
"$299,900.00",27671 PLAYA DEL REY LN,BONITA SPRINGS,3 Bed/2(0),"1,580",76,"$275,000.00",12/27/19
"$279,900.00",2110 NE 1ST TER,CAPE CORAL,3 Bed/2(0),"1,950",4,"$275,000.00",12/06/19
"$279,900.00",3515 SW 12TH AVE,CAPE CORAL,4 Bed/3(0),"3,433",8,"$275,000.00",11/22/19
"$289,900.00",3612 YUCATAN PKY,CAPE CORAL,3 Bed/2(0),"1,431",38,"$275,000.00",11/27/19
"$279,900.00",929 SW 5TH TER,CAPE CORAL,3+Den/2(0),"1,725",19,"$275,000.00",10/08/19
"$279,900.00",4424 COUNTRY CLUB BLVD,CAPE CORAL,3 Bed/2(0),"2,371",3,"$275,000.00",10/17/19
"$275,000.00",403 SE 12TH CT,CAPE CORAL,3 Bed/2(0),"2,127",5,"$275,000.00",08/27/19
"$289,875.00",1021 SE 21ST ST,CAPE CORAL,3 Bed/2(0),"1,821",57,"$275,000.00",11/06/19
"$289,000.00",124 NW 15TH ST,CAPE CORAL,3 Bed/3(0),"2,321",30,"$275,000.00",09/30/19
"$279,900.00",1344 NW 13TH PL,CAPE CORAL,4 Bed/2(0),"1,904",3,"$275,000.00",09/06/19
"$279,000.00",2029 NW 1ST PL,CAPE CORAL,4 Bed/2(0),"2,151",4,"$275,000.00",09/11/19
"$275,000.00",1722 SE 12TH TER,CAPE CORAL,3 Bed/2(0),"1,871",4,"$275,000.00",08/09/19
"$290,000.00",527 NW 7TH PL,CAPE CORAL,4 Bed/2(0),"2,634",1,"$275,000.00",09/23/19
"$289,900.00",3021 SW 4TH PL,CAPE CORAL,3+Den/2(0),"1,975",89,"$275,000.00",11/18/19
"$279,900.00",528 SW 12TH TER,CAPE CORAL,3+Den/2(0),"1,736",14,"$275,000.00",08/23/19
"$288,000.00",1521 SW 49TH TER,CAPE CORAL,3 Bed/2(0),"1,946",2,"$275,000.00",08/14/19
"$275,000.00",610 E AVENIDA DEL RIO,CLEWISTON,4+Den/3(0),"2,396",31,"$275,000.00",11/07/19
"$290,000.00",20199 CASTLEMAINE AVE,ESTERO,2+Den/2(0),"1,688",28,"$275,000.00",10/15/19
"$279,000.00",20817 COUNTRY BARN DR,ESTERO,2+Den/2(0),"1,694",3,"$275,000.00",08/28/19
"$285,000.00",3004 CORTEZ BLVD,FORT MYERS,3 Bed/2(0),"1,566",10,"$275,000.00",12/20/19
"$289,900.00",8104 ALBATROSS RD,FORT MYERS,4 Bed/2(0),"1,710",6,"$275,000.00",11/27/19
"$285,000.00",8777 FAWN RIDGE DR,FORT MYERS,3 Bed/2(0),"1,943",5,"$275,000.00",11/15/19
"$290,000.00",9111 LADY BUG CT,FORT MYERS,3 Bed/2(0),"1,548",23,"$275,000.00",11/08/19
"$288,496.00",9795 GLADIOLUS BULB LOOP,FORT MYERS,3 Bed/2(0),"1,938",70,"$275,000.00",12/30/19
"$281,500.00",3760 LAKEVIEW ISLE CT,FORT MYERS,3 Bed/2(0),"1,637",14,"$275,000.00",09/20/19
"$285,000.00",18589 SEBRING RD,FORT MYERS,3 Bed/2(1),"1,956",30,"$275,000.00",10/11/19
"$289,000.00",12018 COUNTRY DAY CIR,FORT MYERS,3 Bed/2(0),"1,796",130,"$275,000.00",12/20/19
"$269,000.00",4712 MI CASA CT,FORT MYERS,3 Bed/2(0),"1,769",24,"$275,000.00",08/28/19
"$275,000.00",13870 MCGREGOR BLVD,FORT MYERS,3 Bed/2(0),"1,496",30,"$275,000.00",08/07/19
"$295,000.00",4688 SIESTA CIR,FORT MYERS,3 Bed/2(0),"1,679",5,"$275,000.00",07/17/19
"$289,500.00",17721 CASTLE HARBOR DR,FORT MYERS,3 Bed/3(0),"1,714",72,"$275,000.00",08/29/19
"$275,000.00",4320 16TH ST W,LEHIGH ACRES,3+Den/2(0),"2,020",6,"$275,000.00",12/19/19
"$289,900.00",3113 4TH ST SW,LEHIGH ACRES,4+Den/2(1),"2,317",3,"$275,000.00",12/05/19
"$279,000.00",8194 SILVER BIRCH WAY,LEHIGH ACRES,5 Bed/2(1),"2,905",67,"$275,000.00",10/10/19
"$269,000.00",2248 45TH ST SW,NAPLES,3 Bed/2(0),"1,282",4,"$275,000.00",11/15/19
"$269,900.00",2200 VARDIN PL,NAPLES,3 Bed/2(1),"2,402",11,"$275,000.00",10/25/19
"$275,000.00",3525 34 AVE SE,NAPLES,3 Bed/2(0),"1,370",6,"$275,000.00",11/13/19
"$299,000.00",1960 HOLIDAY LN,NAPLES,3 Bed/2(0),"1,331",23,"$275,000.00",11/13/19
"$279,000.00",3510 GOLDEN GATE BLVD E,NAPLES,3 Bed/2(0),"1,369",5,"$275,000.00",09/27/19
"$274,900.00",3711 35TH AVE NE,NAPLES,3 Bed/2(0),"1,270",6,"$275,000.00",09/30/19
"$277,000.00",3513 68 AVE NE,NAPLES,3 Bed/2(0),"1,337",56,"$275,000.00",12/04/19
"$275,000.00",2040 23RD ST SW,NAPLES,3 Bed/2(0),"1,092",3,"$275,000.00",10/15/19
"$275,000.00",4570 EVERGLADES BLVD N,NAPLES,3 Bed/2(0),"1,708",10,"$275,000.00",09/10/19
"$274,999.00",2380 55TH ST SW,NAPLES,3 Bed/2(0),"1,082",4,"$275,000.00",09/23/19
"$289,000.00",1372 MORNINGSIDE DR,NAPLES,2 Bed/2(0),"1,098",5,"$275,000.00",08/21/19
"$294,000.00",3125 BARRETT AVE,NAPLES,5 Bed/3(1),"2,140",5,"$275,000.00",09/16/19
"$269,900.00",4882 44TH ST NE,NAPLES,3+Den/2(0),"1,495",13,"$275,000.00",07/26/19
"$280,000.00",410 6TH ST NE,NAPLES,4 Bed/2(0),"1,850",25,"$275,000.00",08/16/19
"$275,000.00",3443 BALBOA CIR W,NAPLES,3 Bed/2(0),"1,412",42,"$275,000.00",08/29/19
"$289,000.00",1729 SAINT CLAIR AVE E,NORTH FORT MYERS,4 Bed/2(0),"3,022",13,"$275,000.00",10/11/19
"$289,000.00",2368 DATE ST,ST. JAMES CITY,2 Bed/1(0),840,12,"$275,000.00",12/05/19
"$285,000.00",160 SE 19TH TER,CAPE CORAL,3 Bed/2(0),"1,623",28,"$275,500.00",09/16/19
"$275,500.00",8014 SILVER BIRCH WAY,LEHIGH ACRES,5 Bed/3(1),"2,936",42,"$275,500.00",10/28/19
