,,List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
,,"$229,900.00",117 SE 45TH ST,CAPE CORAL,3 Bed/2(0),"1,610",20,"$214,000.00",10/23/20
,,"$214,000.00",1209 NE 4TH AVE,CAPE CORAL,3 Bed/2(0),"1,557",19,"$214,000.00",10/06/20
,,"$214,999.00",1422 NW 1ST ST,CAPE CORAL,3 Bed/2(0),"1,580",11,"$214,000.00",09/30/20
,,"$225,000.00",18646 SPRUCE DR E,FORT MYERS,2 Bed/1(2),"1,008",9,"$214,000.00",12/03/20
,,"$208,900.00",2432 HARVARD AVE,FORT MYERS,2 Bed/2(0),"1,304",2,"$214,000.00",10/15/20
,,"$214,100.00",380 ROCKLAND ST,LEHIGH ACRES,4 Bed/2(0),"1,820",0,"$214,100.00",09/23/20
,,"$216,065.00",2642 NW 1ST AVE,CAPE CORAL,3 Bed/2(0),"1,672",7,"$214,565.00",12/31/20
,,"$219,000.00",3009 SW 4TH PL,CAPE CORAL,3 Bed/2(0),"1,380",1,"$214,900.00",11/17/20
,,"$214,900.00",9209 POMELO RD E,FORT MYERS,3 Bed/1(0),"1,040",2,"$214,900.00",10/09/20
,,"$214,900.00",446 REDWING ST,LEHIGH ACRES,3+Den/2(0),"1,777",5,"$214,900.00",12/03/20
,,"$225,000.00",3918 SE 19TH AVE,CAPE CORAL,3 Bed/2(0),"1,943",0,"$215,000.00",12/18/20
,,"$220,000.00",700 SW 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,289",1,"$215,000.00",12/30/20
,,"$220,000.00",1321 NW 16TH TER,CAPE CORAL,3 Bed/2(0),"1,422",32,"$215,000.00",12/29/20
,,"$219,900.00",633 NW 15TH ST,CAPE CORAL,3 Bed/2(0),"1,574",1,"$215,000.00",11/10/20
,,"$200,000.00",1417 SE 20TH ST,CAPE CORAL,3 Bed/2(0),"1,398",3,"$215,000.00",12/10/20
,,"$209,000.00",918 NE 32ND TER,CAPE CORAL,4 Bed/2(0),"1,907",3,"$215,000.00",11/04/20
,,"$210,000.00",308 NE 21ST ST,CAPE CORAL,3 Bed/2(0),"1,418",20,"$215,000.00",11/19/20
,,"$219,000.00",3911 SW 1ST ST,CAPE CORAL,3 Bed/2(0),"1,485",3,"$215,000.00",11/10/20
,,"$209,900.00",333 NE 17TH AVE,CAPE CORAL,3 Bed/2(0),"1,534",3,"$215,000.00",10/19/20
,,"$229,900.00",4115 SE 3RD AVE,CAPE CORAL,3 Bed/2(0),"1,737",3,"$215,000.00",10/26/20
,,"$224,990.00",1704 NW 13TH TER,CAPE CORAL,3 Bed/2(0),"1,409",7,"$215,000.00",10/09/20
,,"$209,900.00",2254 SW 4TH ST,CAPE CORAL,3 Bed/2(0),"1,665",7,"$215,000.00",09/29/20
,,"$199,900.00",2760 LAKEVIEW DR,FORT MYERS,5 Bed/3(0),"2,260",3,"$215,000.00",11/20/20
,,"$210,000.00",838 WOODRIDGE CIR,FORT MYERS,3+Den/2(0),"1,777",10,"$215,000.00",11/02/20
,,"$199,000.00",13371 SYLVAN AVE,FORT MYERS,3 Bed/2(0),"1,344",3,"$215,000.00",09/30/20
,,"$255,000.00",12749 IVORY STONE LOOP,FORT MYERS,3 Bed/2(0),"1,672",9,"$215,000.00",09/11/20
,,"$249,000.00",19058 FLAMINGO RD,FORT MYERS,4 Bed/2(0),"1,450",28,"$215,000.00",09/18/20
,,"$215,000.00",3207 50TH ST W,LEHIGH ACRES,3+Den/2(0),"1,790",3,"$215,000.00",12/09/20
,,"$215,000.00",3729 14TH ST W,LEHIGH ACRES,3+Den/2(0),"1,770",0,"$215,000.00",11/18/20
,,"$229,900.00",1532 GRADUATE CT,LEHIGH ACRES,3 Bed/2(0),"1,453",4,"$215,000.00",11/30/20
,,"$215,000.00",5011 3RD ST W,LEHIGH ACRES,3 Bed/2(0),"1,400",3,"$215,000.00",10/28/20
,,"$215,000.00",4012 15TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,600",24,"$215,000.00",12/04/20
,,"$215,000.00",3916 3RD ST W,LEHIGH ACRES,3 Bed/2(0),"1,534",12,"$215,000.00",10/23/20
,,"$219,000.00",3087 LINWOOD AVE,NAPLES,2 Bed/1(0),720,34,"$215,000.00",11/25/20
,,"$229,000.00",3636 BOCA CIEGA DR #B-7,NAPLES,2 Bed/2(0),"1,402",4,"$215,000.00",10/20/20
,,"$219,000.00",1781 CORONA DEL SIRE DR,NORTH FORT MYERS,2 Bed/2(0),"1,470",17,"$215,000.00",11/13/20
,,"$224,000.00",3297 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,482",0,"$215,000.00",10/16/20
,,"$230,000.00",77 CARDINAL DR,NORTH FORT MYERS,3 Bed/2(0),"1,960",13,"$215,000.00",10/23/20
,,"$222,900.00",4613 VINSETTA AVE,NORTH FORT MYERS,3 Bed/2(0),"1,840",48,"$215,000.00",11/13/20
,,"$219,000.00",18372 HAWTHORNE RD,FORT MYERS,3 Bed/2(0),"1,050",8,"$215,500.00",09/28/20
,,"$219,000.00",2323 PARKVIEW DR,FORT MYERS,3+Den/2(0),"2,229",25,"$215,500.00",12/09/20
,,"$216,065.00",2721 NE 2ND AVE,CAPE CORAL,3 Bed/2(0),"1,672",11,"$216,065.00",12/28/20
,,"$229,900.00",4519 VARSITY CIR,LEHIGH ACRES,3 Bed/2(0),"1,817",12,"$216,305.00",11/23/20
,,"$219,900.00",4838 HAMPTON CT,FORT MYERS,4 Bed/2(1),"1,856",8,"$216,400.00",11/04/20
,,"$216,400.00",376 ODESSA ST,LEHIGH ACRES,4 Bed/2(0),"1,755",0,"$216,400.00",10/30/20
,,"$208,000.00",239 SW 42ND ST,CAPE CORAL,3 Bed/2(0),"1,435",10,"$217,000.00",12/29/20
,,"$229,000.00",21 SW 22ND AVE,CAPE CORAL,4 Bed/2(0),"1,638",4,"$217,000.00",10/30/20
,,"$259,000.00",9049 HAMLIN RD W,FORT MYERS,3+Den/2(0),"1,240",34,"$217,000.00",12/03/20
,,"$214,900.00",3501 37TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,500",12,"$217,000.00",12/17/20
,,"$225,000.00",3116 48TH ST W,LEHIGH ACRES,4 Bed/2(0),"1,803",4,"$217,000.00",09/17/20
,,"$209,000.00",21232 DAVISON AVE,PORT CHARLOTTE,2 Bed/2(0),"1,118",1,"$217,000.00",09/25/20
,,"$217,065.00",1722 NW 26TH ST,CAPE CORAL,3 Bed/2(0),"1,672",14,"$217,065.00",12/28/20
,,"$220,000.00",1210 SE 20TH CT,CAPE CORAL,3 Bed/2(0),"1,386",1,"$217,500.00",10/14/20
,,"$225,000.00",1828 SE 14TH TER,CAPE CORAL,2 Bed/2(0),"1,174",0,"$217,500.00",09/22/20
,,"$224,900.00",7416 PINE DR,FORT MYERS,3 Bed/2(0),"1,266",44,"$217,500.00",11/18/20
,,"$219,900.00",2680 SUNSET LAKE DR,CAPE CORAL,3 Bed/2(0),"1,544",18,"$217,900.00",11/17/20
,,"$217,999.00",3217 15TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,600",0,"$217,999.00",11/16/20
,,"$209,950.00",2210 NW 18TH PL,CAPE CORAL,3+Den/2(0),"1,777",4,"$218,000.00",11/06/20
,,"$224,900.00",2536 SW 11TH PL,CAPE CORAL,3 Bed/2(1),"1,672",17,"$218,000.00",10/27/20
,,"$205,000.00",321 SE 30TH TER,CAPE CORAL,3 Bed/2(0),"1,697",2,"$218,000.00",09/21/20
,,"$219,900.00",226 NE 20TH TER,CAPE CORAL,3 Bed/2(0),"1,558",22,"$218,000.00",10/28/20
,,"$219,000.00",2342 CRYSTAL DR,FORT MYERS,3 Bed/2(0),"1,569",6,"$218,000.00",12/04/20
,,"$229,900.00",18577 IRIS RD,FORT MYERS,3 Bed/2(0),"1,118",11,"$218,000.00",09/29/20
,,"$218,500.00",147 PAGEANT ST,LEHIGH ACRES,3 Bed/2(0),"1,785",62,"$218,000.00",12/30/20
,,"$204,900.00",2519 ELVA PL,LEHIGH ACRES,2+Den/2(0),"1,268",2,"$218,000.00",11/17/20
,,"$218,000.00",133 2ND ST,NAPLES,3 Bed/1(0),916,4,"$218,000.00",12/29/20
,,"$220,000.00",1818 RIDGEMOOR ST,LEHIGH ACRES,4 Bed/2(0),"1,803",2,"$218,600.00",10/22/20
,,"$219,900.00",2826 NW 7TH TER,CAPE CORAL,4 Bed/2(0),"1,641",1,"$218,900.00",10/01/20
,,"$218,900.00",2722 NW 10TH TER,CAPE CORAL,3 Bed/2(0),"1,684",52,"$218,900.00",11/20/20
,,"$219,000.00",1405 NE 3RD TER,CAPE CORAL,3 Bed/2(0),"1,309",5,"$219,000.00",12/21/20
,,"$229,900.00",1145 SW 32ND TER,CAPE CORAL,3 Bed/2(0),"1,513",0,"$219,000.00",12/28/20
,,"$215,000.00",2104 NW 24TH AVE,CAPE CORAL,3+Den/2(0),"1,666",2,"$219,000.00",10/09/20
,,"$219,900.00",307 SE 3RD TER,CAPE CORAL,3 Bed/2(1),"1,283",6,"$219,000.00",10/13/20
,,"$219,000.00",2736 NE 5TH AVE,CAPE CORAL,3+Den/2(0),"1,620",2,"$219,000.00",10/02/20
,,"$225,000.00",815 SE 20TH CT,CAPE CORAL,3 Bed/2(0),"1,425",4,"$219,000.00",09/29/20
,,"$219,900.00",2714 8TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,463",8,"$219,000.00",12/15/20
,,"$210,000.00",418 CHAMONIX AVE S,LEHIGH ACRES,3 Bed/2(0),"1,914",4,"$219,000.00",11/20/20
,,"$224,900.00",3780 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,758",6,"$219,000.00",11/20/20
,,"$219,900.00",4429 SE 9TH AVE,CAPE CORAL,2+Den/2(0),"1,386",2,"$219,900.00",11/18/20
,,"$219,900.00",1719 NE 34TH ST,CAPE CORAL,3+Den/2(0),"1,666",1,"$219,900.00",12/23/20
,,"$219,900.00",1718 SW 1ST PL,CAPE CORAL,3 Bed/2(0),"1,213",2,"$219,900.00",12/15/20
,,"$219,900.00",514 CAYWOOD AVE S,LEHIGH ACRES,3 Bed/2(0),"1,802",0,"$219,900.00",11/23/20
,,"$219,000.00",2 MONROE AVE,LEHIGH ACRES,3 Bed/2(1),"1,725",4,"$219,900.00",11/06/20
,,"$224,900.00",2911 32ND ST SW,LEHIGH ACRES,4 Bed/2(0),"1,692",16,"$219,900.00",10/26/20
,,"$219,900.00",3940 SABAL SPRINGS BLVD,NORTH FORT MYERS,2+Den/2(0),"1,658",6,"$219,900.00",12/17/20
,,"$220,000.00",5864 NE PETERSON AVE,ARCADIA,2 Bed/2(0),"1,458",--,"$220,000.00",02/29/20
,,"$230,000.00",5423 USEPPA DR,AVE MARIA,2+Den/2(0),"1,366",50,"$220,000.00",11/27/20
,,"$229,900.00",1006 NE 2ND PL,CAPE CORAL,3 Bed/2(0),"1,479",6,"$220,000.00",12/24/20
,,"$219,900.00",1207 SE 37TH ST,CAPE CORAL,3 Bed/2(0),"1,282",2,"$220,000.00",12/18/20
,,"$225,000.00",1221 SW 39TH ST,CAPE CORAL,4 Bed/2(0),"1,665",13,"$220,000.00",12/29/20
,,"$225,000.00",320 SE 30TH ST,CAPE CORAL,3 Bed/2(0),"1,202",0,"$220,000.00",12/18/20
,,"$219,900.00",1325 NW 11TH TER,CAPE CORAL,3+Den/2(0),"1,857",6,"$220,000.00",12/15/20
,,"$235,000.00",165 SE 18TH ST,CAPE CORAL,3 Bed/2(0),"1,212",8,"$220,000.00",12/11/20
,,"$229,900.00",3218 SE SANTA BARBARA PL,CAPE CORAL,3 Bed/2(0),"1,212",8,"$220,000.00",11/30/20
,,"$225,000.00",2104 NW 22ND AVE,CAPE CORAL,3+Den/2(0),"1,818",1,"$220,000.00",10/26/20
,,"$215,000.00",4410 SW 15TH AVE,CAPE CORAL,3 Bed/2(0),"1,239",1,"$220,000.00",10/23/20
,,"$220,000.00",2032 NW 17TH ST,CAPE CORAL,3+Den/2(0),"1,572",2,"$220,000.00",11/09/20
,,"$219,000.00",120 SE 17TH ST,CAPE CORAL,3 Bed/2(0),"1,212",4,"$220,000.00",11/10/20
,,"$215,000.00",424 NW 15TH TER,CAPE CORAL,3+Den/2(0),"1,458",3,"$220,000.00",10/23/20
,,"$226,000.00",225 NW 10TH TER,CAPE CORAL,3 Bed/2(0),"1,747",10,"$220,000.00",10/15/20
,,"$225,000.00",4013 SW 2ND PL,CAPE CORAL,3 Bed/2(0),"1,110",4,"$220,000.00",10/22/20
,,"$220,000.00",1332 NE 1ST ST,CAPE CORAL,2 Bed/2(0),"1,235",3,"$220,000.00",10/26/20
,,"$219,900.00",2133 NE 27TH TER,CAPE CORAL,3 Bed/2(0),"1,551",2,"$220,000.00",09/01/20
,,"$219,900.00",1813 SW 4TH AVE,CAPE CORAL,3 Bed/2(0),"1,520",4,"$220,000.00",10/14/20
,,"$229,000.00",411 SW 38TH TER,CAPE CORAL,2 Bed/2(0),"1,146",15,"$220,000.00",09/25/20
,,"$235,000.00",11851 CARAVEL CIR,FORT MYERS,2 Bed/2(0),"1,853",4,"$220,000.00",12/10/20
,,"$220,000.00",18238 CAMELLIA RD,FORT MYERS,3 Bed/2(0),"1,219",1,"$220,000.00",11/18/20
,,"$234,900.00",12851 EAGLE POINTE CIR,FORT MYERS,3 Bed/2(0),"1,386",6,"$220,000.00",11/05/20
,,"$230,000.00",1672 RICARDO AVE,FORT MYERS,3 Bed/2(0),"1,122",27,"$220,000.00",12/07/20
,,"$224,900.00",205 MANATEE ST,FORT MYERS,3+Den/2(0),"1,777",15,"$220,000.00",12/11/20
,,"$220,000.00",2410 JASPER AVE,FORT MYERS,3 Bed/2(0),"1,323",1,"$220,000.00",10/15/20
,,"$230,000.00",8901 ANDOVER ST,FORT MYERS,2 Bed/2(0),"1,482",5,"$220,000.00",09/30/20
,,"$219,000.00",8943 CHATHAM ST,FORT MYERS,3 Bed/2(0),"1,323",24,"$220,000.00",12/18/20
,,"$239,900.00",7289 BARRAGAN RD,FORT MYERS,4 Bed/2(0),"1,787",39,"$220,000.00",11/04/20
,,"$220,000.00",3101 E 15TH ST,LEHIGH ACRES,4+Den/2(0),"1,710",2,"$220,000.00",12/30/20
,,"$220,000.00",2800 11TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,498",0,"$220,000.00",12/02/20
,,"$220,000.00",410 EISENHOWER BLVD,LEHIGH ACRES,4 Bed/2(0),"1,595",0,"$220,000.00",12/01/20
,,"$220,000.00",200 FIRESIDE CT,LEHIGH ACRES,3 Bed/2(0),"1,490",6,"$220,000.00",11/20/20
,,"$220,000.00",3109 11TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,500",31,"$220,000.00",12/14/20
,,"$220,000.00",4417 LEONARD BLVD S,LEHIGH ACRES,3+Den/2(0),"1,728",5,"$220,000.00",12/04/20
,,"$219,900.00",3204 13TH ST SW,LEHIGH ACRES,4 Bed/2(0),"1,502",7,"$220,000.00",12/10/20
,,"$220,000.00",1865 MAYBERRY DR,LEHIGH ACRES,4 Bed/2(0),"1,803",4,"$220,000.00",09/22/20
,,"$224,900.00",17750 DRAGONIA DR,NORTH FORT MYERS,2+Den/2(0),"1,493",0,"$220,000.00",12/18/20
,,"$239,900.00",956 PONDELLA RD,NORTH FORT MYERS,2 Bed/1(0),672,9,"$220,000.00",11/09/20
,,"$239,900.00",952/954 PONDELLA RD,NORTH FORT MYERS,4 Bed/2(0),"1,136",9,"$220,000.00",11/09/20
,,"$224,000.00",6180 MAYO AVE,NORTH PORT,3 Bed/2(0),"1,338",3,"$220,000.00",12/08/20
,,"$225,000.00",16086 ORTEGA DR,PUNTA GORDA,4 Bed/2(0),"1,674",40,"$220,000.00",12/01/20
,,"$224,900.00",2120 SE 10TH LN,CAPE CORAL,2 Bed/2(0),"1,426",2,"$220,800.00",10/27/20
,,"$219,900.00",208 NE 12TH CT,CAPE CORAL,3+Den/2(0),"1,371",9,"$221,000.00",12/07/20
,,"$217,000.00",10726 PEARL BAY CIR,ESTERO,2 Bed/2(0),"1,156",33,"$221,000.00",10/26/20
,,"$220,000.00",16727 PHEASANT CT,FORT MYERS,2 Bed/2(0),"1,280",35,"$221,000.00",12/30/20
,,"$219,995.00",2110 SE 15TH ST,CAPE CORAL,3 Bed/2(0),"1,542",2,"$221,500.00",10/27/20
,,"$237,900.00",17412 ORIOLE RD,FORT MYERS,3 Bed/2(0),"1,483",9,"$221,500.00",11/23/20
,,"$230,000.00",5483 FERRIS AVE,AVE MARIA,3 Bed/2(1),"1,740",7,"$222,000.00",12/11/20
,,"$219,000.00",125 SE 25TH TER,CAPE CORAL,3 Bed/2(0),"1,555",1,"$222,000.00",12/04/20
,,"$240,000.00",3424 SE 8TH PL,CAPE CORAL,4 Bed/2(0),"1,795",13,"$222,000.00",12/11/20
,,"$222,000.00",1014 ATHERTON AVE,LEHIGH ACRES,3 Bed/2(0),"1,400",2,"$222,000.00",10/06/20
,,"$235,000.00",10701 PEARL BAY CIR,ESTERO,2+Den/2(0),"1,207",33,"$222,500.00",11/03/20
,,"$222,500.00",3012 25TH ST SW,LEHIGH ACRES,3 Bed/2(0),"2,020",2,"$222,500.00",11/10/20
,,"$255,000.00",916 SE 33RD TER,CAPE CORAL,4 Bed/2(0),"2,144",5,"$223,000.00",11/18/20
,,"$229,900.00",621 SE 1ST AVE,CAPE CORAL,3 Bed/2(0),"1,571",2,"$223,000.00",10/06/20
,,"$230,000.00",1025 NW JUANITA PL,CAPE CORAL,3+Den/2(0),"2,035",20,"$223,000.00",12/02/20
,,"$215,900.00",2615 4TH ST SW,LEHIGH ACRES,3+Den/2(0),"1,790",5,"$223,000.00",11/30/20
,,"$220,000.00",3205 70TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,574",8,"$223,000.00",11/02/20
,,"$222,500.00",848 FOXTAIL ST,LEHIGH ACRES,4 Bed/2(1),"1,931",11,"$223,000.00",10/28/20
,,"$225,000.00",4322 S GULF CIR,NORTH FORT MYERS,2 Bed/2(0),"1,310",9,"$223,000.00",11/12/20
,,"$225,744.00",2101 CORONA DEL SIRE DR,NORTH FORT MYERS,3 Bed/2(0),"1,329",24,"$223,000.00",10/01/20
,,"$223,080.00",1827 NW 27TH ST,CAPE CORAL,4 Bed/2(0),"1,828",--,"$223,080.00",08/19/20
,,"$230,000.00",1861 CORONA DEL SIRE DR,NORTH FORT MYERS,3 Bed/2(0),"1,665",21,"$223,750.00",12/10/20
,,"$223,500.00",5488 CAMERON DR,AVE MARIA,3 Bed/2(1),"1,971",26,"$224,000.00",11/10/20
,,"$224,999.00",2676 SUNSET LAKE DR,CAPE CORAL,3 Bed/2(1),"1,656",29,"$224,000.00",12/23/20
,,"$219,900.00",505 SW 11TH AVE,CAPE CORAL,3 Bed/2(0),"1,452",29,"$224,000.00",11/30/20
,,"$235,000.00",1222 SW 15TH ST,CAPE CORAL,3 Bed/2(0),"1,611",8,"$224,000.00",11/12/20
,,"$229,000.00",2210 NE 24TH TER,CAPE CORAL,4 Bed/2(0),"1,837",31,"$224,000.00",12/02/20
,,"$229,000.00",2221 NW 15TH ST,CAPE CORAL,3 Bed/2(0),"1,321",32,"$224,000.00",10/28/20
,,"$234,900.00",18242 MAPLE RD,FORT MYERS,3 Bed/2(0),"1,286",3,"$224,000.00",12/04/20
,,"$232,750.00",2623 BLAKE ST,FORT MYERS,4 Bed/2(0),"1,632",13,"$224,000.00",11/09/20
,,"$229,900.00",1336 AQUI ESTA DR,PUNTA GORDA,2 Bed/2(0),"1,148",2,"$224,000.00",12/28/20
,,"$224,480.00",127 SW 17TH ST,CAPE CORAL,4 Bed/2(0),"1,868",--,"$224,480.00",03/21/20
,,"$224,900.00",1631 NE 44TH TER,CAPE CORAL,3 Bed/2(0),"1,489",1,"$224,900.00",10/30/20
,,"$239,900.00",16026 MISTFLOWER DR,ALVA,3 Bed/2(0),"1,677",44,"$225,000.00",09/25/20
,,"$229,500.00",5807 TARPON RD,BOKEELIA,2 Bed/2(0),"1,339",16,"$225,000.00",10/30/20
,,"$240,000.00",12646 BUTTONBUSH PL,BONITA SPRINGS,2+Den/2(0),"1,992",7,"$225,000.00",11/03/20
,,"$234,900.00",4533 SW 10TH AVE,CAPE CORAL,3 Bed/2(0),"1,616",2,"$225,000.00",11/23/20
,,"$229,900.00",3127 NW 16TH PL,CAPE CORAL,3 Bed/2(1),"1,713",7,"$225,000.00",12/18/20
,,"$225,000.00",2469 NW 9TH ST,CAPE CORAL,3+Den/2(0),"1,462",6,"$225,000.00",12/11/20
,,"$235,000.00",1138 SW 12TH TER,CAPE CORAL,3 Bed/2(0),"1,420",31,"$225,000.00",12/14/20
,,"$230,000.00",3202 SW 5TH AVE,CAPE CORAL,3 Bed/2(0),"1,472",8,"$225,000.00",12/11/20
,,"$234,900.00",622 SW 25TH ST,CAPE CORAL,3 Bed/2(0),"1,236",37,"$225,000.00",12/23/20
,,"$230,000.00",902 SW 6TH CT,CAPE CORAL,3 Bed/2(0),"1,455",2,"$225,000.00",10/30/20
,,"$225,000.00",406 NW 20TH TER,CAPE CORAL,3 Bed/2(0),"1,544",0,"$225,000.00",10/23/20
,,"$229,900.00",853 SW 18TH ST,CAPE CORAL,3 Bed/2(0),"1,517",4,"$225,000.00",10/26/20
,,"$222,222.00",129 NE 9TH PL,CAPE CORAL,3 Bed/2(0),"1,832",2,"$225,000.00",10/30/20
,,"$225,000.00",1432 SE 16TH ST,CAPE CORAL,3 Bed/2(0),"1,226",16,"$225,000.00",11/10/20
,,"$215,000.00",9999 CHIANA CIR,FORT MYERS,4 Bed/2(1),"1,938",3,"$225,000.00",12/02/20
,,"$214,900.00",18529 SUNFLOWER RD,FORT MYERS,3 Bed/2(0),"1,148",2,"$225,000.00",11/10/20
,,"$227,500.00",3316 E RIVERSIDE DR,FORT MYERS,3 Bed/2(0),"1,616",35,"$225,000.00",11/05/20
,,"$230,000.00",8600 EXETER ST,FORT MYERS,2 Bed/2(0),"1,251",7,"$225,000.00",10/23/20
,,"$224,900.00",7217 EMILY DR,FORT MYERS,2 Bed/2(0),"1,232",4,"$225,000.00",10/02/20
,,"$239,900.00",10300 CREPE JASMINE LN,FORT MYERS,3 Bed/2(0),"1,575",10,"$225,000.00",10/02/20
,,"$225,000.00",9859 WILDGINGER DR,FORT MYERS,2 Bed/2(0),"1,338",7,"$225,000.00",09/30/20
,,"$230,000.00",16751 PHEASANT CT,FORT MYERS,2 Bed/2(0),"1,387",6,"$225,000.00",09/11/20
,,"$235,000.00",351 RANCHO AVE,LEHIGH ACRES,3 Bed/2(0),"1,613",0,"$225,000.00",12/10/20
,,"$220,000.00",4205 23RD ST SW,LEHIGH ACRES,3 Bed/2(0),"1,289",3,"$225,000.00",12/29/20
,,"$225,000.00",510 JEFFERSON AVE,LEHIGH ACRES,3 Bed/2(0),"1,857",0,"$225,000.00",11/19/20
,,"$218,000.00",769 CHELSEA AVE S,LEHIGH ACRES,4+Den/2(0),"2,323",3,"$225,000.00",12/11/20
,,"$225,000.00",1106 SHELDON AVE,LEHIGH ACRES,3 Bed/2(0),"1,826",19,"$225,000.00",12/21/20
,,"$239,000.00",333 WOODBURN DR,LEHIGH ACRES,4 Bed/2(0),"2,101",10,"$225,000.00",11/25/20
,,"$219,900.00",5314 BYGONE ST,LEHIGH ACRES,3+Den/2(0),"1,841",9,"$225,000.00",12/07/20
,,"$239,900.00",3206 33RD ST W,LEHIGH ACRES,4 Bed/2(0),"1,767",2,"$225,000.00",11/13/20
,,"$225,000.00",3110 12TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,613",0,"$225,000.00",09/14/20
,,"$224,900.00",4425 VARSITY LAKES DR,LEHIGH ACRES,3 Bed/2(0),"1,561",5,"$225,000.00",11/06/20
,,"$215,000.00",714 LONG LINES LN,LEHIGH ACRES,3 Bed/2(0),"1,238",2,"$225,000.00",10/06/20
,,"$219,900.00",3824 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,500",2,"$225,000.00",11/20/20
,,"$225,000.00",2040 EMBARCADERO WAY,NORTH FORT MYERS,3 Bed/2(0),"1,649",30,"$225,000.00",10/26/20
,,"$229,900.00",4251 INVERNESS ST,NORTH PORT,3+Den/2(0),"1,851",34,"$225,000.00",12/22/20
,,"$225,000.00",19335 EDGEWATER DR,PORT CHARLOTTE,3 Bed/2(0),"1,144",5,"$225,000.00",12/29/20
,,"$225,000.00",1224 SW 35TH ST,CAPE CORAL,3 Bed/2(0),"1,434",12,"$225,100.00",12/09/20
,,"$225,000.00",808 SW 14TH PL,CAPE CORAL,2 Bed/2(0),"1,151",36,"$225,500.00",12/23/20
,,"$225,900.00",1120 NW 9TH TER,CAPE CORAL,3 Bed/2(0),"1,818",7,"$225,900.00",09/30/20
,,"$239,000.00",2516 KEYSTONE LAKE DR,CAPE CORAL,3 Bed/2(1),"1,630",56,"$226,000.00",12/21/20
,,"$234,500.00",514 NE 14TH AVE,CAPE CORAL,4 Bed/2(0),"1,404",16,"$226,000.00",10/16/20
,,"$215,000.00",8204 PENNSYLVANIA BLVD,FORT MYERS,3 Bed/2(0),"1,232",4,"$226,000.00",10/20/20
,,"$229,999.00",3213 16TH ST SW,LEHIGH ACRES,3+Den/2(0),"1,607",1,"$226,000.00",12/17/20
,,"$219,900.00",3514 73RD ST W,LEHIGH ACRES,3 Bed/2(0),"1,445",4,"$226,000.00",10/06/20
,,"$229,000.00",3911 SW 11TH AVE,CAPE CORAL,3 Bed/2(0),"1,547",7,"$226,100.00",12/30/20
,,"$231,400.00",1951 REDMONT AVE,LEHIGH ACRES,4 Bed/2(0),"1,755",1,"$226,900.00",11/25/20
,,"$235,000.00",52 JACARANDA PKY E,CAPE CORAL,3 Bed/2(0),"1,391",2,"$227,000.00",12/23/20
,,"$224,900.00",1725 SE 8TH TER,CAPE CORAL,3 Bed/2(0),"1,212",1,"$227,000.00",11/10/20
,,"$245,900.00",704 SW 20TH TER,CAPE CORAL,3 Bed/2(0),"1,697",67,"$227,000.00",12/04/20
,,"$230,000.00",1317 DONNA DR,FORT MYERS,2 Bed/1(0),"1,201",0,"$227,000.00",12/19/20
,,"$225,999.00",7233 JASMINE RD,FORT MYERS,2+Den/2(0),"1,476",28,"$227,000.00",11/24/20
,,"$229,900.00",8 WELLINGTON AVE,LEHIGH ACRES,4 Bed/3(0),"1,944",5,"$227,000.00",12/28/20
,,"$227,900.00",307 LAKE AVE,LEHIGH ACRES,3+Den/2(0),"1,844",6,"$227,000.00",12/11/20
,,"$224,900.00",4203 14TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,563",8,"$227,000.00",12/02/20
,,"$229,900.00",3404 SABAL SPRINGS BLVD,NORTH FORT MYERS,2+Den/2(0),"1,836",0,"$227,000.00",12/16/20
,,"$222,500.00",5344 CAMERON DR,AVE MARIA,3 Bed/2(1),"1,643",4,"$228,000.00",11/17/20
,,"$234,999.00",330 SW 28TH TER,CAPE CORAL,4 Bed/2(0),"1,410",9,"$228,000.00",12/16/20
,,"$235,000.00",131 SE 12TH PL,CAPE CORAL,3 Bed/2(0),"1,461",6,"$228,000.00",12/18/20
,,"$228,000.00",18364 FUCHSIA RD,FORT MYERS,3 Bed/2(0),"1,140",48,"$228,000.00",12/03/20
,,"$230,000.00",1701 FRAMINGHAM CT,FORT MYERS,4 Bed/2(0),"1,450",46,"$228,000.00",11/17/20
,,"$234,900.00",123 E LAKE DR,LEHIGH ACRES,4 Bed/2(0),"1,841",28,"$228,000.00",10/30/20
,,"$224,094.00",2128 NE 25TH ST,CAPE CORAL,3 Bed/2(0),"1,272",0,"$228,500.00",10/09/20
