,,List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
,,"$749,900.00",2642 CAYES CIR,CAPE CORAL,3+Den/3(0),"2,267",20,"$750,000.00",12/01/22
,,"$750,000.00",2121 SW 47TH TER,CAPE CORAL,4 Bed/3(0),"2,246",8,"$750,000.00",11/03/22
,,"$750,000.00",809 NW 3RD PL,CAPE CORAL,4 Bed/3(0),"2,322",17,"$750,000.00",09/07/22
,,"$799,000.00",9690 FALCONER WAY,ESTERO,3+Den/2(0),"2,205",12,"$750,000.00",12/28/22
,,"$765,000.00",19657 THE PLACE BLVD,ESTERO,3+Den/3(0),"2,445",8,"$750,000.00",11/02/22
,,"$789,000.00",23340 COPPERLEAF BLVD,ESTERO,2+Den/2(0),"2,075",4,"$750,000.00",08/31/22
,,"$780,000.00",23311 COPPERLEAF BLVD,ESTERO,2+Den/2(0),"1,750",4,"$750,000.00",09/09/22
,,"$750,000.00",17382 ASHCOMB WAY,ESTERO,3+Den/2(0),"2,000",7,"$750,000.00",10/04/22
,,"$750,000.00",12506 GRANDEZZA CIR,ESTERO,3 Bed/2(0),"2,217",0,"$750,000.00",06/28/22
,,"$750,000.00",21082 TORRE DEL LAGO ST,ESTERO,4 Bed/2(1),"2,362",4,"$750,000.00",07/21/22
,,"$750,000.00",14166 REFLECTION LAKES DR,FORT MYERS,4+Den/3(0),"2,655",--,"$750,000.00",08/30/22
,,"$750,000.00",15308 FIDDLESTICKS BLVD,FORT MYERS,3+Den/2(1),"2,765",4,"$750,000.00",11/15/22
,,"$750,000.00",9267 INDEPENDENCE WAY,FORT MYERS,3+Den/3(0),"2,343",11,"$750,000.00",10/24/22
,,"$775,000.00",6475 MORGAN LA FEE LN,FORT MYERS,3 Bed/2(0),"2,100",36,"$750,000.00",12/16/22
,,"$774,000.00",11875 WHITE STONE DR,FORT MYERS,3+Den/3(0),"2,445",21,"$750,000.00",10/31/22
,,"$774,900.00",12501 WALDEN RUN DR,FORT MYERS,4 Bed/3(0),"2,929",74,"$750,000.00",12/12/22
,,"$799,900.00",15120 BLACKHAWK DR,FORT MYERS,4 Bed/4(0),"3,439",79,"$750,000.00",12/05/22
,,"$893,000.00",3520 CYPRESS MARSH DR,FORT MYERS,3+Den/3(1),"2,727",82,"$750,000.00",10/18/22
,,"$799,000.00",11509 SUMMERVIEW WAY,FORT MYERS,5+Den/4(0),"3,437",29,"$750,000.00",09/23/22
,,"$799,000.00",5525 E AVENIDA PESCADORA AVE,FORT MYERS BEACH,3 Bed/2(0),"1,338",45,"$750,000.00",12/16/22
,,"$785,000.00",17888 MODENA RD,MIROMAR LAKES,2+Den/2(0),"1,705",31,"$750,000.00",08/11/22
,,"$786,500.00",8326 DANBURY BLVD,NAPLES,3 Bed/2(0),"1,948",7,"$750,000.00",11/17/22
,,"$765,000.00",8230 VALIANT DR,NAPLES,4 Bed/3(0),"2,185",18,"$750,000.00",12/12/22
,,"$779,900.00",2230 VERMONT LN,NAPLES,3+Den/3(0),"2,448",21,"$750,000.00",10/21/22
,,"$799,900.00",9753 CAMPBELL CIR,NAPLES,4 Bed/2(0),"2,079",36,"$750,000.00",11/01/22
,,"$795,000.00",14559 GRAPEVINE DR,NAPLES,3+Den/2(0),"2,151",44,"$750,000.00",11/09/22
,,"$750,000.00",10261 BOCA CIR,NAPLES,3 Bed/2(0),"1,734",2,"$750,000.00",09/13/22
,,"$775,000.00",250 FOX DEN CIR,NAPLES,2+Den/2(0),"1,583",63,"$750,000.00",10/28/22
,,"$749,900.00",7252 CARDUCCI CT,NAPLES,3+Den/2(1),"2,000",6,"$750,000.00",09/15/22
,,"$850,000.00",10914 PHOENIX WAY,NAPLES,3+Den/3(0),"2,579",20,"$750,000.00",08/30/22
,,"$799,000.00",8598 PALERMO CT,NAPLES,3+Den/2(0),"2,188",59,"$750,000.00",10/18/22
,,"$768,000.00",681 93RD AVE N,NAPLES,2 Bed/2(0),960,16,"$750,000.00",07/27/22
,,"$739,000.00",509 106TH AVE N,NAPLES,2 Bed/1(0),980,3,"$751,000.00",10/20/22
,,"$751,299.00",17594 ASHCOMB WAY,ESTERO,4+Den/3(0),"2,489",--,"$751,299.00",06/30/22
,,"$752,202.00",11625 RUSSET TRL,FORT MYERS,6 or More/4(1),"4,062",--,"$752,202.00",11/15/22
,,"$749,900.00",20001 GRANDE LAKE DR,ESTERO,3+Den/2(0),"2,293",4,"$754,900.00",10/20/22
,,"$848,900.00",14533 EAGLE RIDGE DR,FORT MYERS,4 Bed/3(0),"3,088",6,"$755,000.00",10/17/22
,,"$769,000.00",12236 COUNTRY DAY CIR,FORT MYERS,4+Den/3(1),"3,539",7,"$755,000.00",08/15/22
,,"$779,000.00",16164 ABERDEEN AVE,NAPLES,3+Den/2(0),"1,983",6,"$755,000.00",12/22/22
,,"$770,500.00",257 14TH ST SE,NAPLES,3 Bed/2(0),"2,050",43,"$755,000.00",11/18/22
,,"$774,900.00",1514 FOREST LAKES BLVD,NAPLES,3 Bed/2(0),"1,557",53,"$755,000.00",10/20/22
,,"$799,500.00",349 WIMBLEDON LN,NAPLES,3 Bed/2(0),"2,403",32,"$755,000.00",08/24/22
,,"$777,000.00",3784 COQUINA DR,SANIBEL,3 Bed/3(0),"2,180",5,"$755,000.00",12/12/22
,,"$799,000.00",531 BIRDSONG PL,SANIBEL,3 Bed/2(0),"1,247",26,"$755,000.00",09/08/22
,,"$769,900.00",12805 CHADSFORD CIR,FORT MYERS,3+Den/2(0),"2,173",0,"$756,000.00",10/12/22
,,"$760,000.00",25670 STREAMLET CT,BONITA SPRINGS,3+Den/3(1),"2,744",--,"$760,000.00",07/29/22
,,"$799,900.00",11951 KING JAMES CT,CAPE CORAL,3+Den/2(1),"2,539",10,"$760,000.00",12/29/22
,,"$799,800.00",1822 SW 48TH TER,CAPE CORAL,4 Bed/2(0),"2,165",31,"$760,000.00",12/19/22
,,"$825,000.00",2207 SW 52ND ST,CAPE CORAL,3 Bed/2(0),"1,992",75,"$760,000.00",12/07/22
,,"$799,900.00",17381 ASHCOMB WAY,ESTERO,3+Den/2(0),"2,000",28,"$760,000.00",08/19/22
,,"$795,000.00",11066 WINE PALM RD,FORT MYERS,4 Bed/2(0),"2,200",10,"$760,000.00",08/19/22
,,"$849,000.00",250 EGRET ST,FORT MYERS BEACH,3 Bed/2(0),"1,909",2,"$760,000.00",12/21/22
,,"$799,900.00",1507 VINTAGE LN,NAPLES,3+Den/2(0),"1,874",15,"$760,000.00",12/09/22
,,"$849,995.00",6581 MARBELLA DR,NAPLES,4+Den/4(0),"2,857",61,"$760,000.00",12/02/22
,,"$749,990.00",660 WILSON BLVD N,NAPLES,4 Bed/3(0),"2,083",16,"$760,000.00",10/07/22
,,"$778,000.00",930 MARBLE DR,NAPLES,3 Bed/2(0),"1,850",40,"$760,000.00",09/26/22
,,"$775,000.00",4451 HARBOR BEND DR,UPPER CAPTIVA,2 Bed/2(0),"1,241",6,"$760,000.00",08/01/22
,,"$759,000.00",3608 JADE AVE,ST. JAMES CITY,2 Bed/2(0),"1,548",3,"$764,000.00",07/28/22
,,"$764,788.00",16057 STARGLAZER PL,BONITA SPRINGS,3 Bed/2(1),"2,254",--,"$764,788.00",06/24/22
,,"$765,000.00",19747 ESTERO POINTE LN,FORT MYERS,2+Den/2(1),"2,099",2,"$765,000.00",10/14/22
,,"$805,000.00",10116 WINDY POINTE CT,FORT MYERS,4 Bed/3(1),"2,967",103,"$765,000.00",12/06/22
,,"$786,000.00",166 JOHNNYCAKE DR,NAPLES,3 Bed/2(0),"1,850",9,"$765,000.00",11/18/22
,,"$799,500.00",7820 ORVIETO CT,NAPLES,3+Den/2(0),"1,983",84,"$765,000.00",12/22/22
,,"$775,000.00",16160 PARQUE LN,NAPLES,2+Den/2(0),"2,001",7,"$765,000.00",09/07/22
,,"$765,000.00",12851 OLDE BANYON BLVD,NORTH FORT MYERS,4+Den/3(0),"2,906",9,"$765,000.00",09/01/22
,,"$765,200.00",3659 SAPPHIRE COVE CIR,NAPLES,4 Bed/3(1),"2,800",--,"$765,200.00",05/27/22
,,"$789,000.00",8281 PRESERVE POINT DR,FORT MYERS,3+Den/2(1),"2,236",38,"$768,000.00",09/28/22
,,"$789,000.00",318 SE 29TH ST,CAPE CORAL,3 Bed/3(0),"2,283",27,"$769,500.00",08/10/22
,,"$789,900.00",28157 SEASONS TIDE AVE,BONITA SPRINGS,3+Den/3(1),"2,255",24,"$770,000.00",10/13/22
,,"$749,900.00",1109 SE 28TH TER,CAPE CORAL,3 Bed/2(1),"1,646",2,"$770,000.00",11/21/22
,,"$799,000.00",13541 WHITE CRANE PL,ESTERO,3+Den/3(0),"2,377",19,"$770,000.00",12/12/22
,,"$785,000.00",13536 WHITE CRANE PL,ESTERO,4 Bed/3(0),"2,384",57,"$770,000.00",09/20/22
,,"$770,000.00",11530 TIMBERLINE CIR,FORT MYERS,4 Bed/3(1),"3,276",18,"$770,000.00",09/06/22
,,"$795,000.00",14470 TUSCANY POINTE TRL,NAPLES,4+Den/2(1),"2,441",7,"$770,000.00",11/04/22
,,"$770,000.00",42258 LAKE TIMBER DR,PUNTA GORDA,4 Bed/2(0),"2,287",42,"$770,000.00",11/30/22
,,"$799,000.00",15660 GLENDALE LN,FORT MYERS,3 Bed/3(0),"1,593",61,"$771,000.00",11/21/22
,,"$799,000.00",28908 ZAMORA CT,BONITA SPRINGS,4 Bed/3(0),"2,513",34,"$772,500.00",10/07/22
,,"$774,000.00",12434 PEBBLE STONE CT,FORT MYERS,4+Den/3(0),"3,440",7,"$774,000.00",10/12/22
,,"$799,900.00",7006 LIVE OAK DR,NAPLES,3+Den/2(0),"2,107",66,"$774,000.00",12/16/22
,,"$781,778.00",8783 PIGEON KEY DR,FORT MYERS,5 Bed/4(0),"3,017",4,"$774,640.00",12/29/22
,,"$830,000.00",3008 WALNUT GROVE LN,ALVA,4 Bed/3(0),"2,649",48,"$775,000.00",09/23/22
,,"$825,000.00",24476 AMARILLO ST,BONITA SPRINGS,3 Bed/2(0),"1,870",53,"$775,000.00",10/19/22
,,"$799,000.00",1221 EL DORADO PKWY W,CAPE CORAL,3+Den/3(0),"2,039",21,"$775,000.00",11/07/22
,,"$799,900.00",3318 SW 2ND LN,CAPE CORAL,4 Bed/3(0),"2,587",34,"$775,000.00",09/08/22
,,"$775,000.00",5421 PARKER DR,FORT MYERS,4 Bed/3(0),"2,674",9,"$775,000.00",09/16/22
,,"$790,000.00",9731 MIRADA BLVD,FORT MYERS,5+Den/3(0),"3,302",73,"$775,000.00",11/18/22
,,"$799,900.00",4023 ASHENTREE CT,FORT MYERS,3+Den/4(1),"3,556",15,"$775,000.00",09/06/22
,,"$820,000.00",14376 TUSCANY POINTE CV,NAPLES,5 Bed/3(1),"3,609",33,"$775,000.00",12/16/22
,,"$799,000.00",137 FOX DEN CIR,NAPLES,3 Bed/2(0),"1,560",45,"$775,000.00",12/09/22
,,"$799,000.00",12925 BRYNWOOD WAY,NAPLES,3+Den/3(0),"2,100",7,"$775,000.00",09/14/22
,,"$750,000.00",1119 AUGUSTA FALLS WAY,NAPLES,3 Bed/2(0),"2,215",2,"$775,000.00",10/05/22
,,"$810,000.00",960 HIDDEN HARBOUR DR,NAPLES,3 Bed/2(0),"1,790",30,"$775,000.00",09/12/22
,,"$799,000.00",665 97TH AVE N,NAPLES,3+Den/3(0),"2,110",3,"$775,000.00",08/26/22
,,"$799,900.00",15172 LYNEBURG AVE,PORT CHARLOTTE,3 Bed/2(0),"2,215",5,"$775,000.00",10/28/22
,,"$850,000.00",20060 BUTTERMERE CT,ESTERO,3+Den/3(0),"2,411",6,"$775,500.00",12/14/22
,,"$799,900.00",1815 SE 37TH TER,CAPE CORAL,3 Bed/2(0),"1,959",13,"$778,500.00",12/02/22
,,"$779,000.00",25040 BAY CEDAR DR,BONITA SPRINGS,3 Bed/2(0),"1,486",8,"$779,000.00",08/15/22
,,"$799,900.00",3320 SE 17TH PL,CAPE CORAL,3 Bed/2(0),"1,852",150,"$779,000.00",12/22/22
,,"$779,000.00",9256 WOODHURST DR,NAPLES,3+Den/3(0),"2,321",3,"$779,000.00",10/31/22
,,"$779,830.00",9665 EVERGLADES DR,NAPLES,4 Bed/3(0),"2,656",--,"$779,830.00",06/30/22
,,"$779,900.00",28438 CAPRAIA DR,BONITA SPRINGS,2+Den/2(0),"2,101",6,"$779,900.00",10/26/22
,,"$779,900.00",4080 10TH AVE SE,NAPLES,4 Bed/3(0),"2,463",30,"$779,900.00",08/12/22
,,"$820,000.00",3275 SAND RD,CAPE CORAL,4 Bed/2(0),"1,882",103,"$780,000.00",11/09/22
,,"$799,900.00",1625 SE 13TH ST,CAPE CORAL,3+Den/2(0),"2,006",40,"$780,000.00",08/31/22
,,"$795,000.00",21841 LONGLEAF TRAIL DR,ESTERO,2+Den/2(0),"1,920",49,"$780,000.00",09/14/22
,,"$823,900.00",8525 LAUREL LAKES BLVD,NAPLES,3 Bed/2(0),"2,206",19,"$780,000.00",09/19/22
,,"$780,000.00",425 FOX DEN CIR,NAPLES,2+Den/2(0),"1,612",0,"$780,000.00",06/24/22
,,"$819,000.00",1396 BIRDIE DR,NAPLES,3+Den/3(0),"2,444",33,"$782,000.00",10/07/22
,,"$782,364.00",14621 KINGFISHER LOOP,NAPLES,3 Bed/2(0),"1,575",--,"$782,364.00",08/18/22
,,"$782,601.00",46463 BOARDWALK LOOP E,BABCOCK RANCH,3+Den/3(0),"2,400",--,"$782,601.00",08/31/22
,,"$840,000.00",9641 EVERGLADES DR,NAPLES,2+Den/2(0),"2,108",0,"$783,000.00",10/04/22
,,"$789,000.00",8435 BENELLI CT,NAPLES,2+Den/2(0),"2,188",21,"$784,000.00",11/10/22
,,"$784,438.00",28620 MORAGA LN,BONITA SPRINGS,3+Den/2(0),"2,199",--,"$784,438.00",08/04/22
,,"$785,000.00",10120 BELCREST BLVD,FORT MYERS,3+Den/3(1),"2,789",2,"$785,000.00",08/12/22
,,"$785,000.00",297 FAIRWEATHER LN #3,FORT MYERS BEACH,4 Bed/3(2),"1,934",--,"$785,000.00",05/06/22
,,"$799,900.00",397 ASHBURY WAY,NAPLES,3+Den/2(0),"1,888",5,"$785,000.00",11/21/22
,,"$799,900.00",1587 SANTIAGO CIR,NAPLES,2+Den/2(0),"1,908",53,"$785,000.00",12/06/22
,,"$857,000.00",248 MONTEREY DR,NAPLES,3 Bed/2(0),"2,325",7,"$785,000.00",10/07/22
,,"$786,474.00",14159 BLUE BAY CIR,FORT MYERS,3+Den/3(0),"2,247",--,"$786,474.00",11/10/22
,,"$795,000.00",4282 LONGSHORE WAY N,NAPLES,3+Den/2(0),"1,916",5,"$787,500.00",08/29/22
,,"$788,000.00",20129 NAPA LOOP,ESTERO,5 Bed/4(1),"3,357",--,"$788,000.00",12/02/22
,,"$788,600.00",8357 PROMOSO CT,NAPLES,3+Den/3(0),"2,929",--,"$788,600.00",04/01/22
,,"$789,000.00",2614 SE 21ST AVE,CAPE CORAL,3 Bed/2(0),"1,617",4,"$789,000.00",08/25/22
,,"$820,000.00",3719 YUCATAN PKY,CAPE CORAL,4 Bed/2(0),"2,054",42,"$789,000.00",09/23/22
,,"$799,000.00",15892 DELAPLATA LN,NAPLES,3 Bed/2(0),"2,011",12,"$789,000.00",11/30/22
,,"$789,000.00",8445 INDIAN WELLS WAY,NAPLES,3 Bed/2(0),"1,727",5,"$789,000.00",08/11/22
,,"$789,500.00",4240 HORSE CREEK BLVD,FORT MYERS,3+Den/3(0),"2,314",0,"$789,500.00",11/18/22
,,"$825,000.00",28380 WINTHROP CIR,BONITA SPRINGS,3 Bed/2(0),"2,418",9,"$790,000.00",09/01/22
,,"$829,777.00",1908 SW 48TH LN,CAPE CORAL,3+Den/2(0),"1,689",7,"$790,000.00",09/16/22
,,"$790,000.00",2256 SW 20TH AVE,CAPE CORAL,3+Den/3(0),"2,137",0,"$790,000.00",08/25/22
,,"$825,000.00",10134 CREPE MYRTLE CT,FORT MYERS,4+Den/3(1),"2,967",20,"$790,000.00",09/01/22
,,"$775,000.00",11211 MAHOGANY RUN,FORT MYERS,4 Bed/3(0),"2,457",2,"$790,000.00",07/13/22
,,"$799,900.00",377 N COLLIER BLVD,MARCO ISLAND,4 Bed/2(1),"2,157",73,"$790,000.00",11/28/22
,,"$790,000.00",7598 GARIBALDI CT,NAPLES,3+Den/3(0),"2,003",67,"$790,000.00",12/16/22
,,"$750,000.00",2720 64TH ST SW,NAPLES,3 Bed/2(1),"2,189",5,"$790,000.00",10/11/22
,,"$749,000.00",274 SAWGRASS CT,NAPLES,4 Bed/2(0),"1,913",3,"$791,300.00",12/19/22
,,"$822,500.00",20318 TORRE DEL LAGO ST,ESTERO,5 Bed/3(0),"3,144",20,"$792,000.00",10/18/22
,,"$792,135.00",17405 CARAVITA LN,FORT MYERS,3+Den/3(0),"2,275",0,"$792,135.00",12/22/22
,,"$792,891.00",14457 BLUE BAY CIR,FORT MYERS,4 Bed/3(0),"2,247",--,"$792,891.00",06/30/22
,,"$799,900.00",26415 DOVERSTONE ST,BONITA SPRINGS,2+Den/2(0),"2,143",16,"$795,000.00",10/11/22
,,"$815,500.00",922 SW 23RD ST,CAPE CORAL,3+Den/3(0),"1,967",14,"$795,000.00",10/20/22
,,"$849,900.00",19756 BEECHCREST PL,ESTERO,4+Den/3(1),"2,859",92,"$795,000.00",11/16/22
,,"$795,000.00",15600 KILMARNOCK DR,FORT MYERS,3+Den/2(1),"3,230",12,"$795,000.00",12/16/22
,,"$799,000.00",7260 SWAN LAKE DR,FORT MYERS,4 Bed/3(0),"3,196",6,"$795,000.00",10/11/22
,,"$849,000.00",8550 S LAKE CIR,FORT MYERS,3+Den/2(1),"2,435",10,"$795,000.00",09/15/22
,,"$850,000.00",12 PALMVIEW BLVD,FORT MYERS BEACH,2 Bed/2(0),"1,451",15,"$795,000.00",12/05/22
,,"$899,000.00",911 DOLPHIN CT,MARCO ISLAND,3 Bed/3(0),"1,865",104,"$795,000.00",11/30/22
,,"$795,000.00",1822 SENEGAL DATE DR,NAPLES,4 Bed/3(0),"2,616",2,"$795,000.00",12/01/22
,,"$799,900.00",3050 HUDSON TER,NAPLES,3+Den/3(0),"2,162",5,"$795,000.00",08/24/22
,,"$819,000.00",12930 VALDOSTA PL,FORT MYERS,4+Den/4(1),"3,560",4,"$799,000.00",12/06/22
,,"$799,000.00",9196 INDEPENDENCE WAY,FORT MYERS,3+Den/3(1),"2,659",27,"$799,000.00",09/21/22
,,"$799,000.00",8701 WESTWOOD OAKS PL,FORT MYERS,5+Den/3(1),"3,641",3,"$799,000.00",07/15/22
,,"$799,900.00",14806 GLEN EDEN DR,NAPLES,3 Bed/2(0),"1,981",4,"$799,000.00",10/18/22
,,"$799,000.00",2697 LONGBOAT DR,NAPLES,3 Bed/2(0),"2,417",68,"$799,000.00",11/29/22
,,"$799,000.00",618 10TH ST SE,NAPLES,4 Bed/3(0),"2,391",4,"$799,000.00",10/07/22
,,"$799,000.00",14716 INDIGO LAKES CIR,NAPLES,4+Den/2(1),"2,549",9,"$799,000.00",09/09/22
,,"$799,000.00",530 21ST ST SW,NAPLES,3+Den/3(0),"1,980",--,"$799,000.00",03/31/22
,,"$799,222.00",952 KINGS CROWN DR,SANIBEL,4 Bed/3(0),"1,944",0,"$799,222.00",12/05/22
,,"$799,292.00",9819 EVERGLADES DR,NAPLES,3 Bed/3(0),"2,185",--,"$799,292.00",08/30/22
,,"$799,355.00",10415 VENTANA LN,NAPLES,4+Den/3(1),"2,894",21,"$799,555.00",12/20/22
,,"$799,900.00",11745 LADY ANNE CIR,CAPE CORAL,3+Den/2(0),"2,169",14,"$799,900.00",09/15/22
,,"$799,900.00",1206 PARTRIDGE DR,PUNTA GORDA,3 Bed/2(0),"2,248",--,"$799,900.00",08/05/22
,,"$799,999.00",11560 QUAIL VILLAGE WAY,NAPLES,4+Den/3(0),"2,900",3,"$799,999.00",09/13/22
,,"$800,000.00",5208 ANN ARBOR DR,BOKEELIA,3 Bed/2(0),"1,816",0,"$800,000.00",08/15/22
,,"$800,000.00",12370 EAGLES NEST DR,BOKEELIA,3 Bed/2(0),"1,536",8,"$800,000.00",10/28/22
,,"$800,000.00",10391 STRIKE LN,BONITA SPRINGS,4 Bed/2(0),"2,400",0,"$800,000.00",12/20/22
,,"$799,000.00",3546 HERON GLEN CT,BONITA SPRINGS,2+Den/2(0),"1,909",26,"$800,000.00",10/20/22
,,"$800,000.00",23651 VIA CARINO LN,BONITA SPRINGS,2+Den/2(0),"1,920",2,"$800,000.00",10/13/22
,,"$800,000.00",5235 SW 2ND PL,CAPE CORAL,3+Den/2(0),"1,885",--,"$800,000.00",05/13/22
,,"$891,625.00",2202 NW 37TH PL,CAPE CORAL,3 Bed/3(0),"2,140",61,"$800,000.00",12/27/22
,,"$849,000.00",120 SW 38TH PL,CAPE CORAL,3 Bed/2(1),"2,268",95,"$800,000.00",11/11/22
,,"$849,500.00",1711 SE 10TH AVE,CAPE CORAL,3+Den/2(0),"2,294",7,"$800,000.00",08/15/22
,,"$800,000.00",19791 CHAPEL TRCE,ESTERO,3+Den/4(0),"3,100",0,"$800,000.00",10/31/22
,,"$849,900.00",15663 CALOOSA CREEK CIR,FORT MYERS,4 Bed/2(1),"2,369",17,"$800,000.00",11/03/22
,,"$800,000.00",16340 ARBOR RIDGE DR,FORT MYERS,4+Den/4(0),"2,941",4,"$800,000.00",09/19/22
,,"$830,000.00",15147 ANCHORAGE WAY,FORT MYERS,4 Bed/2(1),"2,589",27,"$800,000.00",08/26/22
,,"$825,000.00",1425 BELVEDERE AVE,MARCO ISLAND,3+Den/2(0),"1,461",15,"$800,000.00",11/02/22
,,"$800,000.00",6219 ASHWOOD LN,NAPLES,3+Den/2(0),"2,025",--,"$800,000.00",12/05/22
,,"$800,000.00",2938 POPLAR ST,NAPLES,3 Bed/2(0),"1,673",--,"$800,000.00",11/07/22
,,"$799,000.00",2064 PICCADILLY CIRCUS,NAPLES,4 Bed/2(1),"2,014",4,"$800,000.00",10/24/22
,,"$799,995.00",5004 JARVIS LN,NAPLES,3+Den/2(1),"1,995",6,"$800,000.00",09/30/22
,,"$849,000.00",3210 15TH AVE SW,NAPLES,5 Bed/3(0),"3,010",32,"$800,000.00",10/17/22
,,"$825,000.00",622 95TH AVE N,NAPLES,3+Den/2(0),"1,783",6,"$800,000.00",08/16/22
,,"$999,000.00",285 PORTER ST,NAPLES,3 Bed/2(0),"1,870",37,"$800,000.00",09/19/22
,,"$800,000.00",9937 CLEAR LAKE CIR,NAPLES,4+Den/3(0),"3,032",--,"$800,000.00",06/15/22
,,"$874,900.00",1892 16TH AVE NE,NAPLES,3+Den/3(0),"2,249",144,"$800,000.00",12/08/22
,,"$802,000.00",20108 NAPA LOOP,ESTERO,3 Bed/3(0),"2,445",--,"$802,000.00",09/20/22
,,"$803,022.00",19521 UTOPIA LN,ESTERO,4+Den/4(0),"3,005",--,"$803,022.00",06/16/22
,,"$803,073.00",17673 KINZIE LN,ESTERO,3+Den/3(0),"2,491",--,"$803,073.00",11/14/22
,,"$779,000.00",10341 FOXTAIL CREEK CT,ESTERO,3 Bed/2(0),"1,720",3,"$804,000.00",10/06/22
,,"$804,989.00",6698 PENNYROYAL DR,NAPLES,3 Bed/2(0),"1,889",--,"$804,989.00",11/22/22
,,"$905,000.00",827 OLD BURNT STORE RD N,CAPE CORAL,3+Den/3(0),"2,165",14,"$805,000.00",10/21/22
,,"$849,000.00",20194 BUTTERMERE CT,ESTERO,4 Bed/3(0),"2,540",17,"$805,000.00",09/16/22
,,"$839,000.00",15753 CALOOSA CREEK CIR,FORT MYERS,4 Bed/3(0),"2,629",23,"$805,000.00",11/14/22
,,"$789,900.00",1469 LUCENA LN S,NAPLES,3 Bed/2(0),"1,928",4,"$805,000.00",08/29/22
,,"$775,000.00",9621 CEDAR CREEK DR,BONITA SPRINGS,3+Den/3(0),"2,271",5,"$805,500.00",08/26/22
,,"$805,601.00",43448 BOARDWALK,PUNTA GORDA,3+Den/3(0),"2,247",--,"$805,601.00",10/29/22
,,"$825,000.00",1161 N COLLIER BLVD,MARCO ISLAND,3 Bed/2(0),"1,675",165,"$807,500.00",12/27/22
,,"$850,000.00",3717 SUDBURY LN,BONITA SPRINGS,3 Bed/3(0),"1,927",81,"$810,000.00",12/23/22
,,"$825,000.00",224 MONTEREY DR,NAPLES,2+Den/3(0),"2,425",0,"$810,000.00",11/04/22
,,"$875,000.00",6131 SPANISH OAKS LN,NAPLES,3 Bed/2(0),"1,854",26,"$810,000.00",10/21/22
,,"$849,000.00",6097 DOGLEG DR,NAPLES,3 Bed/2(0),"1,738",10,"$810,000.00",09/16/22
,,"$889,000.00",4726 NAVASSA LN,NAPLES,3+Den/2(1),"1,983",24,"$810,000.00",09/08/22
,,"$869,000.00",660 JACANA CIR #30,NAPLES,4 Bed/3(0),"3,365",3,"$810,000.00",07/27/22
,,"$810,525.00",17041 ASHCOMB WAY,ESTERO,3+Den/3(0),"2,088",--,"$810,525.00",12/21/22
,,"$849,000.00",341 14TH ST SE,NAPLES,3+Den/3(0),"2,203",45,"$813,000.00",10/24/22
,,"$813,565.00",17413 CARAVITA LN,FORT MYERS,3+Den/3(0),"2,275",0,"$813,565.00",12/29/22
,,"$814,900.00",14369 TUSCANY POINTE CV,NAPLES,4+Den/3(1),"2,438",13,"$815,000.00",11/22/22
,,"$849,990.00",3826 WHIDBEY WAY,NAPLES,3+Den/2(1),"1,995",12,"$815,000.00",12/02/22
,,"$849,900.00",3805 COLUMBIA CT,NAPLES,3+Den/3(0),"2,462",50,"$815,000.00",12/13/22
,,"$825,000.00",6117 HIGHWOOD PARK LN,NAPLES,3 Bed/2(0),"1,812",8,"$815,000.00",09/13/22
,,"$850,000.00",738 97TH AVE N,NAPLES,3+Den/2(0),"1,682",46,"$815,000.00",09/20/22
,,"$839,000.00",1206 SW 39TH ST,CAPE CORAL,3+Den/2(0),"2,131",19,"$815,500.00",11/01/22
,,"$817,100.00",14301 BLUE BAY CIR,FORT MYERS,3+Den/3(0),"2,250",--,"$817,100.00",04/13/22
,,"$850,000.00",2367 DATE ST,ST. JAMES CITY,2 Bed/3(0),"1,525",55,"$818,000.00",09/23/22
,,"$925,000.00",2807 SW 37TH TER,CAPE CORAL,3+Den/2(1),"2,415",34,"$820,000.00",09/02/22
,,"$849,900.00",23080 WHISPERING RIDGE DR,ESTERO,4 Bed/3(0),"2,891",14,"$820,000.00",09/08/22
,,"$829,900.00",12081 NOKOMIS CT,FORT MYERS,4+Den/3(0),"2,702",5,"$820,000.00",12/27/22
,,"$829,000.00",9201 SPRING MOUNTAIN WAY,FORT MYERS,4 Bed/4(0),"3,428",12,"$820,000.00",09/07/22
,,"$867,556.00",3116 PRESERVE EDGE CT,FORT MYERS,3+Den/2(1),"2,288",122,"$820,000.00",11/17/22
,,"$850,000.00",535 91ST AVE N,NAPLES,2+Den/2(0),"1,288",4,"$820,000.00",12/01/22
,,"$875,000.00",1900 CURLING AVE,NAPLES,3 Bed/3(0),"1,770",26,"$820,000.00",11/23/22
,,"$895,000.00",6781 DEL MAR TER,NAPLES,4 Bed/3(0),"2,900",96,"$820,000.00",11/21/22
,,"$799,000.00",7143 SUGAR MAGNOLIA CT,NAPLES,3+Den/2(0),"2,311",2,"$820,000.00",07/27/22
,,"$850,000.00",910 MARBLE DR,NAPLES,4 Bed/3(0),"2,132",98,"$820,000.00",11/16/22
,,"$859,000.00",2030 PADRE ISLAND DR #A & B,PUNTA GORDA,5 Bed/4(1),"2,756",81,"$820,000.00",12/02/22
,,"$1,399,000.00",3459 1ST AVE S,ST. JAMES CITY,3 Bed/2(0),"1,702",113,"$820,000.00",12/09/22
